 ,Area,Feret,FeretX,FeretY,FeretAngle,MinFeret
104,23781.214,282.721,1091.954,4436.782,116.565,133.834
105,8323.425,245.988,5333.333,4620.690,37.405,96.090
106,10965.782,197.755,7172.414,4655.173,35.538,149.151
107,22195.800,437.688,5758.621,4528.736,103.671,142.377
108,7794.953,164.573,5597.701,4747.127,77.905,97.161
109,5548.950,154.639,5482.759,4770.115,48.013,97.532
110,8851.896,167.359,1494.253,4712.644,105.945,138.855
111,19685.560,211.006,1873.563,4965.517,119.358,168.842
112,6473.775,165.772,5747.127,5252.874,56.310,84.434
113,16514.732,201.067,3770.115,5321.839,30.964,138.170
114,6605.893,138.886,1390.805,5471.265,24.444,90.739
