 ,Area,Feret,FeretX,FeretY,FeretAngle,MinFeret
72,16646.850,188.520,5402.299,3804.598,142.431,158.759
73,18100.146,187.113,6149.425,4000.000,79.380,149.425
74,8191.307,175.452,6885.058,3965.517,58.392,102.696
75,15722.025,191.302,3747.127,4011.494,32.735,121.915
76,17571.675,287.356,747.126,3919.540,126.870,186.646
77,23252.743,213.805,6632.184,3988.506,143.746,160.920
78,8191.307,255.214,2126.437,3965.517,97.765,80.310
79,21931.564,203.679,5988.506,4091.954,163.610,149.425
80,10833.664,156.339,2000.000,4183.908,126.027,111.640
81,17835.911,221.991,6609.196,4206.897,111.251,178.134
82,44920.071,401.477,1540.230,4229.885,113.629,241.747
83,4359.889,94.784,6183.908,4241.379,104.036,80.486
84,4492.007,147.198,965.517,4310.345,141.340,65.504
85,150218.002,740.376,6229.885,4942.529,27.759,513.368
86,5548.950,156.339,1494.253,4609.196,72.897,103.448
87,18760.736,213.805,5965.517,4724.138,53.746,149.170
88,64077.160,410.266,4057.471,4574.713,101.310,218.391
89,5416.832,189.568,620.690,4597.701,104.036,68.966
90,14665.082,213.805,1942.529,4747.127,36.254,142.088
91,4095.654,172.414,655.172,4620.690,126.870,70.198
92,15193.553,172.414,5390.805,4643.678,126.870,130.886
93,76232.003,433.289,1482.759,4712.644,158.199,291.249
94,11758.489,164.573,954.023,4689.655,155.225,113.787
95,17439.557,226.702,1321.839,4701.150,120.466,130.043
96,7002.246,134.045,2827.586,4724.138,120.964,89.404
97,29858.635,294.397,3298.851,4988.506,38.660,172.309
98,73985.999,721.854,988.506,4827.586,127.235,271.214
99,25102.393,235.842,5333.333,4827.586,133.025,176.864
100,5020.479,192.679,586.207,4862.069,162.646,71.708
101,13872.375,190.264,6574.713,5103.448,25.017,154.426
102,9908.839,265.365,1563.218,4988.506,107.650,120.854
103,76232.003,476.284,1850.575,5172.414,171.674,252.874
104,8984.014,151.183,5080.460,5206.897,171.254,121.915
105,22195.800,242.472,333.333,5195.402,148.570,142.983
106,18628.618,197.755,3482.759,5172.414,125.538,137.931
107,24970.275,279.903,3827.586,5287.356,19.179,126.437
108,8191.307,128.510,5241.379,5287.356,26.565,91.954
109,19157.089,195.402,4724.138,5264.368,151.928,138.170
110,7002.246,114.943,4528.736,5275.862,126.870,91.954
111,8587.661,188.520,2114.943,5379.310,142.431,105.479
