"","Sample","Area","Feret","Perim.","Major","Minor","Width","Height","Min","Max","AR","Circ.","Round","Solidity","Ellipse","PMAJ","Struct","PA","Rect","Region","Study_Area","Probe","Sample_Num","Depths_CMBS","depth_upper_cmbs","depth_lower_cmbs","Interval_cm","Raw_Mass_g","Notes"
"512","SP_SS_1A_08",17307.439,203.841,542.92,182.772,120.568,189.655,160.92,0,84,1.516,0.738,0.66,0.897,0.66738890986733,2.97047687829646,42,0.0313691702163445,0.567098487432991,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"513","SP_SS_1A_08",20379.179,218.844,657.285,186.791,138.913,206.897,166.667,0,94,1.345,0.593,0.744,0.844,0.790442129776375,3.51882585349401,47,0.0322527713211607,0.59099372852357,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"514","SP_SS_1A_08",37455.412,371.613,932.808,324.969,146.751,241.379,316.092,0,92,2.214,0.541,0.452,0.884,0.645630314927649,2.87045225852312,46,0.0249044917727777,0.490909673925668,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"515","SP_SS_1A_08",29528.341,304.326,796.033,286.857,131.064,298.851,195.402,0,69,2.189,0.586,0.457,0.876,0.624101403605787,2.7750168202275,34.5,0.0269582703613454,0.505656191844632,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"516","SP_SS_1A_08",29462.282,313.574,781.749,292.285,128.343,218.391,247.126,0,77,2.277,0.606,0.439,0.899,0.601547544644078,2.67461210804523,38.5,0.0265338917060125,0.545900139710532,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"517","SP_SS_1A_08",28174.133,265.676,831.91,234.173,153.188,218.391,206.897,1,109,1.529,0.512,0.654,0.89,0.79848892339813,3.55254448634129,55,0.0295274392294521,0.623536139866223,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"518","SP_SS_1A_08",47529.399,296.242,956.375,278.315,217.438,287.356,252.874,0,80,1.28,0.653,0.781,0.899,0.7723568892406,3.43630418770099,40,0.0201217566416104,0.654090550119004,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"519","SP_SS_1A_08",23847.273,240.694,714.756,221.65,136.988,218.391,178.161,0,67,1.618,0.587,0.618,0.833,0.724803970832543,3.22470561696368,33.5,0.0299722320451483,0.612902432329754,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"520","SP_SS_1A_08",28438.368,230.029,729.617,203.844,177.63,206.897,224.138,0,80,1.148,0.671,0.871,0.871,0.803907070923843,3.57929102647122,40,0.0256560784360059,0.613246366915632,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"521","SP_SS_1A_08",20643.415,193.192,587.502,165.135,159.167,183.908,178.161,0,60,1.037,0.752,0.964,0.893,0.798438716378696,3.55770733036606,30,0.0284595354014827,0.630040228358896,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"522","SP_SS_1A_08",12650.285,180.005,508.437,158.85,101.396,172.414,120.69,0,88,1.567,0.615,0.638,0.835,0.718975738308673,3.20073654390935,44,0.0401917427156779,0.607934086951049,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"523","SP_SS_1A_08",41650.154,499.868,1191.937,536.227,98.896,494.253,149.425,0,81,5.422,0.368,0.184,0.91,0.500224640207358,2.22282167813258,40.5,0.0286178293602468,0.563954456586241,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"524","SP_SS_1A_08",11064.87,158.124,454.91,131.777,106.909,143.678,149.425,0,71,1.233,0.672,0.811,0.833,0.774619141958943,3.45211986917292,35.5,0.0411129999719834,0.515386190081788,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"525","SP_SS_1A_08",31411.02,398.587,963.347,429.228,93.176,264.368,362.069,0,87,4.607,0.425,0.217,0.868,0.505033331109367,2.24437128985062,43.5,0.030669077285615,0.32815710468732,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"526","SP_SS_1A_08",30717.401,279.667,736.35,252.638,154.809,178.161,275.862,0,64,1.632,0.712,0.613,0.902,0.655231391744944,2.91464466944799,32,0.0239717546416118,0.624999895951704,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"527","SP_SS_1A_08",94167.002,449.6,1875.139,390.531,307.011,419.54,448.276,0,86,1.272,0.337,0.786,0.797,1.07963363314474,4.80151127567338,43,0.0199129096198688,0.500702640940234,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"528","SP_SS_1A_08",33855.201,280.257,825.754,228.324,188.792,270.115,224.138,0,68,1.209,0.624,0.827,0.848,0.812548490168011,3.61658870727563,34,0.0243907575677959,0.559192325153549,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"529","SP_SS_1A_08",95785.445,671.332,1786.89,708.201,172.208,614.943,402.299,0,117,4.112,0.377,0.243,0.914,0.567808470442579,2.52313961714259,58.5,0.018655130745595,0.387182487750336,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"530","SP_SS_1A_08",35440.615,313.627,918.525,289.189,156.038,304.598,201.149,0,110,1.853,0.528,0.54,0.846,0.71423242694644,3.17621002181964,55,0.0259172985570369,0.578437345346375,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"531","SP_SS_1A_08",15589.907,214.73,572.402,222.554,89.19,97.701,206.897,1,124,2.495,0.598,0.401,0.898,0.578375913817237,2.57196905020804,62.5,0.0367161908021645,0.771241378348736,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"532","SP_SS_1A_08",189688.211,606.533,2202.556,496.663,486.283,591.954,545.977,9,95,1.021,0.491,0.979,0.895,0.99717786041061,4.43470924953137,52,0.0116114543354516,0.58691881657337,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"533","SP_SS_1A_08",45646.719,318.175,905.397,316.171,183.822,310.345,195.402,1,102,1.72,0.7,0.581,0.92,0.643951570506451,2.86363075677402,51.5,0.0198348757552542,0.752724079692717,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"534","SP_SS_1A_08",171951.389,630.876,1924.004,575.464,380.45,580.46,425.287,0,71,1.513,0.584,0.661,0.914,0.752096581543977,3.34339593788664,35.5,0.0111892320916349,0.696548374815154,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"535","SP_SS_1A_08",58197.915,314.048,1099.306,298.018,248.642,281.609,310.345,1,97,1.199,0.605,0.834,0.889,0.829094749816404,3.68872349992282,49,0.01888909594098,0.665910929049161,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"536","SP_SS_1A_08",38611.443,327.637,972.052,294.038,167.195,241.379,316.092,0,90,1.759,0.514,0.569,0.809,0.743364212306217,3.30587203014576,45,0.0251752310836971,0.506061203997156,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"537","SP_SS_1A_08",27579.602,284.352,971.235,239.079,146.878,212.644,275.862,0,77,1.628,0.367,0.614,0.747,0.913189158281345,4.06240196755047,38.5,0.0352157003570973,0.470157080585488,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"538","SP_SS_1A_08",57867.621,555.215,1471.545,574.638,128.219,500,327.586,0,120,4.482,0.336,0.223,0.775,0.576275337578006,2.56082089941842,60,0.0254295057334394,0.353297277661439,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"539","SP_SS_1A_08",21898.535,258.621,690.951,214.963,129.706,229.885,178.161,0,86,1.657,0.576,0.603,0.823,0.722453667371275,3.21427873634067,43,0.0315523846686548,0.534677348379627,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"540","SP_SS_1A_08",6671.952,114.943,316.74,108.607,78.218,86.207,103.448,1,76,1.389,0.836,0.72,0.91,0.654251962887413,2.91638660491497,38.5,0.0474733631177203,0.748149314888056,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"541","SP_SS_1A_08",34119.436,292.709,810.077,245.78,176.753,212.644,224.138,0,83,1.391,0.653,0.719,0.88,0.740764987497497,3.29594352673122,41.5,0.02374239128689,0.715868442850486,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"542","SP_SS_1A_08",22625.183,223.843,698.501,215.907,133.425,183.908,206.897,1,75,1.618,0.583,0.618,0.822,0.727134585929892,3.23519385661419,38,0.0308727226648288,0.594616951036583,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"543","SP_SS_1A_08",33029.464,262.109,754,254.52,165.23,212.644,252.874,3,75,1.54,0.73,0.649,0.926,0.665934334054638,2.96243910105296,39,0.0228281028114777,0.614248655580761,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"544","SP_SS_1A_08",30321.048,243.83,741.928,205.72,187.663,241.379,218.391,0,87,1.096,0.692,0.912,0.914,0.809952605179884,3.60649426404822,43.5,0.024469075079463,0.575188225668239,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"545","SP_SS_1A_08",56447.354,441.333,1172.554,407.057,176.562,436.782,218.391,1,94,2.305,0.516,0.434,0.87,0.648009674192048,2.8805646383676,47.5,0.0207725237218382,0.591757974895228,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"546","SP_SS_1A_08",476416.988,1049.602,3033.071,1001.763,605.525,1028.736,758.621,0,136,1.654,0.651,0.604,0.924,0.681273871379383,3.02773310653318,68,0.00636642075408109,0.610461726374732,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"547","SP_SS_1A_08",43103.45,397.716,1035.101,407.385,134.715,367.816,275.862,1,92,3.024,0.506,0.331,0.904,0.571658456509363,2.5408422008665,46.5,0.0240143422394263,0.424804916894619,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"548","SP_SS_1A_08",15226.583,247.394,643.001,219.751,88.223,224.138,155.172,0,75,2.491,0.463,0.401,0.761,0.657990416949702,2.9260435674923,37.5,0.0422288441208379,0.437797829437974,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"549","SP_SS_1A_08",54564.674,735.116,1795.595,800.899,86.745,683.908,327.586,0,122,9.233,0.213,0.108,0.774,0.504587399956107,2.24197433134515,61,0.0329076464380599,0.243550232117357,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"550","SP_SS_1A_08",102721.633,485.658,1443.556,461.254,283.551,373.563,436.782,0,78,1.627,0.619,0.615,0.9,0.703946102081755,3.12963356415337,39,0.0140530865586999,0.629554493164401,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"551","SP_SS_1A_08",19157.089,199.501,587.502,186.975,130.453,195.402,143.678,1,80,1.433,0.697,0.698,0.903,0.705914582542786,3.14214199759326,40.5,0.0306676029954238,0.682354780265849,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"552","SP_SS_1A_08",35308.497,330.197,1046.117,262.699,171.132,178.161,287.356,0,83,1.535,0.405,0.651,0.842,0.895198111242123,3.98218874072608,41.5,0.0296279108113834,0.689677915921846,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"553","SP_SS_1A_08",16250.496,171.453,498.915,152.002,136.121,155.172,166.667,1,97,1.117,0.82,0.896,0.911,0.736608655037581,3.28229233825871,49,0.0307015244334696,0.628352930905305,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"554","SP_SS_1A_08",26357.512,376.382,1229.349,388.696,86.338,373.563,149.425,8,139,4.502,0.219,0.222,0.742,0.711665964227257,3.16275186778356,73.5,0.0466413142484769,0.472190552931755,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"555","SP_SS_1A_08",13905.404,170.874,517.142,164.386,107.703,166.667,132.184,2,79,1.526,0.653,0.655,0.847,0.706669522862592,3.14590050247588,40.5,0.0371900018151217,0.631182723593519,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"556","SP_SS_1A_08",3038.711,87.726,244.408,77.487,49.931,74.713,63.218,1,90,1.552,0.639,0.644,0.803,0.707006453835187,3.15418070127892,45.5,0.0804314724236691,0.643357651726979,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"557","SP_SS_1A_08",36233.322,249.785,786.51,226.851,203.366,218.391,235.632,1,86,1.115,0.736,0.896,0.907,0.778829234303457,3.46707750902575,43.5,0.0217068145173109,0.704107786612054,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"558","SP_SS_1A_08",27150.219,273.215,704.656,232.662,148.579,172.414,264.368,14,120,1.566,0.687,0.639,0.889,0.680756227815303,3.02866819678332,67,0.0259539711263471,0.595651066826176,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"559","SP_SS_1A_08",25465.717,291.805,753.422,287.122,112.927,275.862,206.897,0,138,2.543,0.564,0.393,0.889,0.590214271290987,2.62404831395713,69,0.0295857367770167,0.446179728093263,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"560","SP_SS_1A_08",15622.936,185.072,603.758,170.504,116.664,132.184,178.161,0,103,1.461,0.539,0.684,0.855,0.795415025685832,3.54101956552339,51.5,0.0386456169314142,0.663393362805162,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"561","SP_SS_1A_08",18694.677,241.653,842.01,219.134,108.622,137.931,229.885,0,91,2.017,0.331,0.496,0.781,0.863877124077885,3.84244343643615,45.5,0.0450400934982723,0.589583670679299,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"562","SP_SS_1A_08",14929.318,200.492,579.375,182.108,104.381,178.161,132.184,1,84,1.745,0.559,0.573,0.858,0.714962827218455,3.18149120302238,42.5,0.0388078678476807,0.63394041122665,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"563","SP_SS_1A_08",20081.914,206.017,699.317,182.605,140.024,195.402,189.655,0,78,1.304,0.516,0.767,0.797,0.860174557323359,3.82967060047644,39,0.0348232245193362,0.541890829658168,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"564","SP_SS_1A_08",12947.55,189.742,500.887,163.065,101.097,160.92,149.425,0,67,1.613,0.649,0.62,0.873,0.690065154315887,3.07170146873946,33.5,0.038685851763461,0.538461068198664,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"565","SP_SS_1A_08",16778.968,185.339,573.219,153.066,139.571,166.667,166.667,1,84,1.097,0.642,0.912,0.843,0.840402305194688,3.74491395868449,42.5,0.034162947327869,0.604040431835857,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"566","SP_SS_1A_08",13707.228,189.045,540.948,157.957,110.49,178.161,143.678,0,55,1.43,0.589,0.699,0.835,0.769116775113939,3.42465354495211,27.5,0.0394644343845451,0.535484273947179,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"567","SP_SS_1A_08",38215.09,307.243,896.692,286.362,169.914,172.414,304.598,0,139,1.685,0.597,0.593,0.908,0.704066312560783,3.13132329010134,69.5,0.0234643435354987,0.727671409606408,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"568","SP_SS_1A_08",16382.614,248.725,631.507,236.136,88.335,166.667,206.897,0,101,2.673,0.516,0.374,0.818,0.601460851641358,2.67433597587831,50.5,0.0385473893238283,0.475093826440331,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"569","SP_SS_1A_08",36629.675,308.048,1167.215,276.753,168.52,172.414,304.598,0,156,1.642,0.338,0.609,0.863,0.94823592411215,4.21753332393867,78,0.0318652840900172,0.697482780772585,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"570","SP_SS_1A_08",48189.988,438.367,1608.56,393.578,155.897,385.057,316.092,0,104,2.525,0.234,0.396,0.732,0.919439484172119,4.08701705888032,52,0.0333795476354964,0.395929891482673,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"571","SP_SS_1A_08",28603.516,259.195,755.394,256.235,142.132,258.621,183.908,1,70,1.803,0.63,0.555,0.86,0.662827685391171,2.948051593264,35.5,0.0264091309613825,0.601388352581245,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"572","SP_SS_1A_08",9149.162,162.756,487.998,132.49,87.924,126.437,126.437,1,82,1.507,0.483,0.664,0.777,0.826961175151516,3.68328175711374,41.5,0.0533379996987702,0.57231213182911,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"573","SP_SS_1A_08",20709.474,189.568,653.918,165.209,159.604,183.908,183.908,0,89,1.035,0.609,0.966,0.865,0.888297890693789,3.95812576796664,44.5,0.0315757899017619,0.612305027660288,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"574","SP_SS_1A_08",12617.255,177.045,479.293,173.419,92.635,160.92,132.184,0,83,1.872,0.69,0.534,0.895,0.621114552642134,2.76378597500851,41.5,0.0379871057531928,0.593165613689933,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"575","SP_SS_1A_08",20247.061,223.548,598.997,206.98,124.55,137.931,218.391,0,142,1.662,0.709,0.602,0.903,0.650430655871961,2.89398492607981,71,0.029584392519981,0.67214871010164,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"576","SP_SS_1A_08",15688.995,196.582,582.164,176.889,112.929,189.655,137.931,1,73,1.566,0.582,0.638,0.856,0.739430473050261,3.29112607341327,37,0.0371065195699278,0.599748185844352,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"577","SP_SS_1A_08",35638.792,255.084,1060.062,226.804,200.07,247.126,247.126,0,74,1.134,0.399,0.882,0.825,1.04996000472501,4.67391227667942,37,0.0297446108723326,0.583560779200585,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"578","SP_SS_1A_08",18925.883,189.742,615.252,173.044,139.255,178.161,172.414,0,72,1.243,0.628,0.805,0.836,0.798406603470018,3.55546566191258,36,0.0325084964331651,0.616128050897853,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"579","SP_SS_1A_08",22427.006,277.355,705.234,255.695,111.676,189.655,247.126,0,58,2.29,0.567,0.437,0.888,0.620262522633363,2.75810633762882,29,0.0314457489332281,0.478507294591694,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"580","SP_SS_1A_08",331681.877,806.013,3061.299,735.393,574.265,787.356,718.391,0,86,1.281,0.445,0.781,0.901,0.936463654841875,4.16280682573807,43,0.00922962396284317,0.586394270446044,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"581","SP_SS_1A_08",13244.815,193.192,561.147,188.887,89.28,183.908,103.448,1,104,2.116,0.529,0.473,0.842,0.667831659868089,2.97080794337355,52.5,0.0423672961834499,0.696182618969675,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"582","SP_SS_1A_08",27546.573,224.8,741.928,209.579,167.352,224.138,201.149,3,79,1.252,0.629,0.799,0.883,0.795286020412719,3.54008750876758,41,0.0269335862577171,0.610990147143037,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"583","SP_SS_1A_08",303507.744,816.112,3024.506,825.383,468.192,724.138,752.874,0,146,1.763,0.417,0.567,0.934,0.824489022360213,3.66436672429648,73,0.00996516912596471,0.556706303839914,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"584","SP_SS_1A_08",20478.268,219.597,642.424,191.398,136.228,218.391,160.92,0,74,1.405,0.624,0.712,0.871,0.754073159470494,3.35648230389032,37,0.0313710124313248,0.582704620121778,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"585","SP_SS_1A_08",68073.725,465.056,1496.745,400.572,216.376,373.563,344.828,0,85,1.851,0.382,0.54,0.829,0.84044584204277,3.73651927743327,42.5,0.0219871176434079,0.52846123840884,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"586","SP_SS_1A_08",17373.498,193.107,540.708,169.287,130.669,143.678,172.414,1,63,1.296,0.747,0.772,0.915,0.717276273001509,3.19403143773592,32,0.0311225753155755,0.701333311158278,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"587","SP_SS_1A_08",32401.904,294.509,834.46,291.833,141.366,155.172,293.103,0,83,2.064,0.585,0.484,0.881,0.643052031000537,2.85937505354089,41.5,0.025753424860465,0.712421323072189,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"588","SP_SS_1A_08",28405.339,295.851,859.082,285.034,126.886,264.368,252.874,3,67,2.246,0.484,0.445,0.792,0.677850950634269,3.01396324648989,35,0.0302436805982143,0.424900177792735,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"589","SP_SS_1A_08",171654.124,587.361,1940.499,562.407,388.61,425.287,574.713,0,106,1.447,0.573,0.691,0.904,0.776124174019253,3.45034645728094,53,0.0113047036376475,0.702297485179763,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"590","SP_SS_1A_08",31444.05,308.691,859.42,278.994,143.501,166.667,281.609,0,68,1.944,0.535,0.514,0.889,0.69270091199477,3.08042466863087,34,0.0273317209456161,0.669949904556156,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"591","SP_SS_1A_08",7728.895,118.48,350.645,107.319,91.696,114.943,103.448,12,75,1.17,0.79,0.854,0.891,0.732494185628648,3.26731520047708,43.5,0.0453680636106455,0.649999137841676,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"592","SP_SS_1A_08",29297.134,244.506,819.021,208.019,179.321,224.138,212.644,0,58,1.16,0.549,0.862,0.848,0.884360125473677,3.93724130968806,29,0.0279556696569705,0.614690515299316,"Spain","Son Servera","1A","8","34-36",34,36,2,8.821,""
"593","SP_SS_1A_09",32137.668,275.203,756.55,260.683,156.968,178.161,252.874,1,77,1.661,0.706,0.602,0.924,0.652467754562451,2.90218387850378,39,0.0235409115558727,0.713341580876879,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"594","SP_SS_1A_09",30056.812,233.379,734.378,216.446,176.809,229.885,183.908,1,73,1.224,0.7,0.817,0.915,0.762232120171708,3.392892453545,37,0.0244329970856523,0.710937886806399,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"595","SP_SS_1A_09",20081.914,208.328,588.897,200.784,127.346,195.402,166.667,0,78,1.577,0.728,0.634,0.893,0.659113971979683,2.93298768826201,39,0.0293247446433642,0.616632598527722,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"596","SP_SS_1A_09",44490.688,308.048,888.226,302.135,187.49,304.598,247.126,1,83,1.611,0.709,0.621,0.938,0.661016096629431,2.93983153226207,42,0.0199643125320966,0.591049200987496,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"597","SP_SS_1A_09",13509.051,169.028,521.903,139.124,123.633,155.172,160.92,1,57,1.125,0.623,0.889,0.857,0.841666907552931,3.7513513124982,29,0.0386335798125272,0.541005225098365,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"598","SP_SS_1A_09",33326.729,323.681,1039.384,230.248,184.292,321.839,195.402,0,73,1.249,0.388,0.8,0.703,1.01428904428951,4.51419339147354,36.5,0.0311876992188462,0.52993794255954,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"599","SP_SS_1A_09",25597.835,229.021,750.633,197.001,165.442,218.391,195.402,0,57,1.191,0.571,0.84,0.864,0.855796753421074,3.81030045532764,28.5,0.029324081509237,0.5998456225499,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"600","SP_SS_1A_09",10767.605,191.043,472.321,191.368,71.641,183.908,91.954,7,53,2.671,0.607,0.374,0.886,0.554981732973608,2.46812946783161,30,0.043865000619915,0.636719085898566,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"601","SP_SS_1A_09",86966.578,460.129,1341.164,403.927,274.132,454.023,356.322,0,77,1.473,0.608,0.679,0.895,0.746705919388254,3.32031282880322,38.5,0.0154216025379313,0.537566120819418,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"602","SP_SS_1A_09",21105.827,213.883,850.377,188.9,142.259,195.402,155.172,1,117,1.328,0.367,0.753,0.846,1.01123174005642,4.50173107464267,59,0.0402911006519669,0.696081372064095,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"603","SP_SS_1A_09",32401.904,266.235,750.633,240.283,171.695,235.632,224.138,0,75,1.399,0.723,0.715,0.887,0.702093485410202,3.1239538377663,37.5,0.0231663238061566,0.613508761298849,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"604","SP_SS_1A_09",37917.825,248.127,842.826,231.043,208.959,241.379,218.391,1,85,1.106,0.671,0.904,0.927,0.81946776965482,3.64791835286072,43,0.0222276989779873,0.719298570516058,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"605","SP_SS_1A_09",14268.728,158.124,476.504,139.986,129.781,149.425,143.678,0,70,1.079,0.79,0.927,0.906,0.763631251855182,3.4039403940394,35,0.0333949879765036,0.664617420831274,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"606","SP_SS_1A_09",18628.618,193.192,637.663,173.902,136.391,183.908,155.172,1,82,1.275,0.576,0.784,0.887,0.823464039690305,3.66679509148831,41.5,0.0342302901911457,0.6527797263571,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"607","SP_SS_1A_09",18463.47,183.998,543.497,175.833,133.697,143.678,178.161,0,68,1.315,0.785,0.76,0.915,0.694216446868151,3.09098405873755,34,0.0294363410561503,0.721290827547008,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"608","SP_SS_1A_09",35341.526,263.178,826.332,245.638,183.19,235.632,195.402,2,89,1.341,0.65,0.746,0.919,0.756024508211838,3.36402348170886,45.5,0.0233813333357479,0.767577125375227,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"609","SP_SS_1A_09",24772.098,200.739,623.38,186.443,169.171,195.402,183.908,3,66,1.102,0.801,0.907,0.909,0.750736768133225,3.34354199406789,34.5,0.0251646025298301,0.689339497802372,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"610","SP_SS_1A_09",20676.444,218.844,671.568,200.959,131.002,212.644,178.161,0,87,1.534,0.576,0.652,0.828,0.75095585167494,3.34181599231684,43.5,0.0324798596896062,0.545770521688593,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"611","SP_SS_1A_09",27645.661,280.728,1049.723,287.22,122.552,195.402,270.115,0,89,2.344,0.315,0.427,0.848,0.822001893653629,3.65476986282292,44.5,0.0379706240339126,0.523780434587176,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"612","SP_SS_1A_09",17505.616,189.568,543.497,177.608,125.495,183.908,137.931,1,71,1.415,0.745,0.707,0.897,0.68739692686611,3.06009301382821,36,0.0310470080001755,0.690104550802232,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"613","SP_SS_1A_09",24838.157,232.741,656.468,213.304,148.262,201.149,172.414,1,92,1.439,0.724,0.695,0.913,0.691581303468076,3.07761692232682,46.5,0.0264298192494717,0.716191170359459,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"614","SP_SS_1A_09",16547.761,175.922,546.864,165.543,127.274,143.678,155.172,1,81,1.301,0.695,0.769,0.926,0.741818202622052,3.30345589967561,41,0.0330476129066645,0.742225050609975,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"615","SP_SS_1A_09",27678.691,245.988,715.334,203.273,173.371,218.391,212.644,0,70,1.172,0.68,0.853,0.917,0.790414857829537,3.51908025168124,35,0.0258442135142879,0.596015668994175,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
"616","SP_SS_1A_09",48223.017,410.266,1287.158,370.688,165.636,178.161,408.046,0,139,2.238,0.366,0.447,0.847,0.781082426957894,3.47234871374309,69.5,0.0266917766675611,0.663334539338459,"Spain","Son Servera","1A","9","36-38",36,38,2,8.208,""
