 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,32666.140,1,80,840.854,3896.552,1045.977,224.138,264.368,254.297,163.556,121.977,0.581,276.341,3994.253,1045.977,106.928,169.778,1.555,0.643,0.892
2,9545.515,1,83,804.400,3655.173,2908.046,137.931,189.655,168.627,72.075,62.743,0.185,206.017,3706.897,3097.701,67.011,82.249,2.340,0.427,0.681
3,15854.143,0,71,494.154,3120.690,5494.253,149.425,160.920,151.068,133.623,124.757,0.816,170.874,3160.920,5494.253,109.654,138.170,1.131,0.885,0.924
4,16250.496,6,66,537.581,390.805,1954.023,143.678,195.402,172.267,120.109,91.478,0.707,196.750,465.517,1954.023,96.710,139.508,1.434,0.697,0.883
5,35969.086,7,103,875.915,350.575,3442.529,258.621,224.138,243.442,188.124,9.589,0.589,259.640,350.575,3534.483,174.920,222.597,1.294,0.773,0.840
6,23384.860,2,109,887.409,5149.425,2781.609,235.632,183.908,209.280,142.271,27.633,0.373,254.566,5160.920,2931.035,28.301,178.335,1.471,0.680,0.727
7,16415.644,1,90,603.758,712.644,1408.046,195.402,149.425,184.500,113.285,14.477,0.566,209.199,712.644,1500.000,20.925,142.792,1.629,0.614,0.821
8,22790.330,0,79,678.301,5706.897,1178.161,166.667,206.897,184.665,157.136,79.914,0.622,211.944,5781.609,1178.161,102.529,165.424,1.175,0.851,0.885
9,16481.702,1,110,534.792,5942.529,4040.230,166.667,149.425,169.040,124.143,151.428,0.724,182.647,5942.529,4097.701,155.854,131.039,1.362,0.734,0.894
10,34053.377,1,87,817.627,5666.667,2051.724,206.897,224.138,222.474,194.890,104.043,0.640,244.506,5712.644,2051.724,119.578,206.897,1.142,0.876,0.907
11,12551.196,12,102,542.103,5137.931,3614.943,132.184,149.425,153.964,103.795,132.830,0.537,172.414,5143.678,3626.437,126.870,130.288,1.483,0.674,0.808
12,18364.382,0,83,728.462,3189.655,4287.356,155.172,212.644,176.549,132.441,97.546,0.435,214.576,3252.874,4287.356,97.696,151.012,1.333,0.750,0.846
13,22790.330,1,124,925.258,3827.586,2793.104,132.184,281.609,288.929,100.431,79.933,0.335,285.338,3879.310,3074.713,80.727,120.230,2.877,0.348,0.803
14,43499.804,1,98,1137.972,2879.310,3339.081,298.851,229.885,269.539,205.483,7.993,0.422,314.836,2879.310,3477.012,21.413,228.002,1.312,0.762,0.889
15,15755.054,1,89,615.252,4281.609,3563.218,160.920,160.920,160.969,124.620,125.100,0.523,181.740,4293.104,3597.701,145.305,143.610,1.292,0.774,0.870
16,13178.756,1,77,580.192,3034.483,2166.667,126.437,160.920,150.795,111.275,109.949,0.492,164.372,3045.977,2189.655,126.469,126.437,1.355,0.738,0.848
17,54729.822,1,80,1527.861,5557.471,3500.000,316.092,333.333,343.173,203.058,136.586,0.295,402.832,5597.701,3534.483,132.109,250.038,1.690,0.592,0.827
18,41551.066,0,123,966.474,4574.713,4275.862,287.356,229.885,265.400,199.339,176.304,0.559,298.408,4574.713,4287.356,164.358,229.885,1.331,0.751,0.829
