 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,21171.886,0,71,624.774,6741.379,4063.218,212.644,149.425,206.661,130.440,167.783,0.682,220.273,6741.379,4097.701,164.876,145.218,1.584,0.631,0.900
2,67148.900,0,84,1156.777,833.333,2517.241,270.115,390.805,393.157,217.462,106.425,0.631,409.823,942.529,2517.241,112.249,231.755,1.808,0.553,0.896
3,24441.803,0,80,691.190,6327.586,1896.552,229.885,189.655,204.334,152.301,37.098,0.643,230.531,6327.586,2017.241,175.711,173.941,1.342,0.745,0.858
4,56348.265,0,83,1025.002,1735.632,362.069,304.598,356.322,389.518,184.189,52.741,0.674,391.354,1810.345,718.391,60.046,190.458,2.115,0.473,0.917
5,25135.422,0,86,690.612,6752.874,1902.299,229.885,206.897,206.154,155.240,149.903,0.662,233.379,6752.874,1982.759,170.074,159.641,1.328,0.753,0.880
6,12551.196,12,80,469.771,5454.023,2908.046,149.425,137.931,132.631,120.490,38.972,0.715,153.352,5454.023,2971.264,12.995,132.408,1.101,0.908,0.854
7,20147.973,8,75,882.648,3798.851,3977.012,241.379,178.161,241.257,106.331,25.190,0.325,260.212,3816.092,4149.425,30.530,134.125,2.269,0.441,0.708
8,10899.723,7,103,437.260,1091.954,2344.828,126.437,137.931,118.894,116.726,110.426,0.716,149.425,1114.943,2344.828,112.620,117.593,1.019,0.982,0.857
9,16283.526,18,97,530.031,3902.299,3252.874,189.655,137.931,172.675,120.069,171.717,0.728,191.043,3902.299,3350.575,6.911,136.736,1.438,0.695,0.876
10,26919.013,0,78,744.717,6827.586,3321.839,229.885,206.897,225.046,152.299,38.760,0.610,246.859,6827.586,3505.747,24.775,176.301,1.478,0.677,0.872
11,27447.485,1,75,741.689,4298.851,1856.322,155.172,252.874,240.521,145.298,79.295,0.627,272.550,4310.345,2103.448,65.056,154.476,1.655,0.604,0.894
12,6738.011,0,61,337.756,4833.333,4775.862,97.701,114.943,102.703,83.533,88.824,0.742,120.004,4873.563,4775.862,106.699,90.386,1.229,0.813,0.855
13,25267.540,0,73,928.047,2752.874,3781.609,247.126,172.414,240.148,133.966,4.460,0.369,260.403,2752.874,3913.793,22.036,166.391,1.793,0.558,0.770
14,288049.955,0,64,2398.437,4431.035,3948.276,678.161,752.874,799.259,458.871,136.113,0.629,869.356,4540.230,3959.770,121.483,459.193,1.742,0.574,0.933
15,15722.025,0,100,548.836,1298.851,3120.690,189.655,120.690,185.444,107.946,175.473,0.656,196.414,1304.598,3137.931,159.444,115.024,1.718,0.582,0.877
16,28008.985,0,72,780.932,2195.402,3373.563,172.414,275.862,281.356,126.751,68.027,0.577,294.621,2224.138,3649.425,69.444,135.209,2.220,0.450,0.870
17,34680.937,0,85,818.782,1155.172,3442.529,155.172,327.586,320.711,137.685,95.719,0.650,328.392,1206.897,3770.115,85.986,150.149,2.329,0.429,0.929
18,41088.653,1,90,879.281,2258.621,3833.333,235.632,298.851,312.207,167.568,122.524,0.668,328.995,2281.609,3833.333,117.013,179.672,1.863,0.537,0.909
19,30221.959,0,88,761.311,3908.046,4982.759,252.874,189.655,233.628,164.705,150.759,0.655,273.215,3908.046,5011.494,157.751,189.655,1.418,0.705,0.871
20,69725.198,0,80,1153.988,988.506,2902.299,321.839,350.575,366.594,242.167,136.802,0.658,399.208,1068.966,2908.046,120.256,258.494,1.514,0.661,0.913
21,20874.621,0,82,654.496,3540.230,3436.782,149.425,218.391,205.324,129.446,78.386,0.612,224.432,3568.966,3436.782,103.325,136.922,1.586,0.630,0.871
