 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,33095.523,2,77,777.566,850.575,2942.529,264.368,183.908,245.385,171.724,5.162,0.688,272.610,856.322,3103.448,18.435,183.908,1.429,0.700,0.901
2,20643.415,0,63,630.690,948.276,2471.264,120.690,241.379,223.758,117.466,86.610,0.652,241.994,1005.747,2471.264,94.086,120.690,1.905,0.525,0.908
3,74910.824,0,127,1249.548,2919.540,4936.782,390.805,356.322,324.177,294.220,152.831,0.603,392.323,2919.540,5178.161,5.042,325.064,1.102,0.908,0.868
4,20973.710,1,83,597.602,4103.448,3902.299,212.644,137.931,209.883,127.235,166.794,0.738,218.844,4103.448,3948.276,166.329,131.790,1.650,0.606,0.918
5,22261.859,1,108,819.599,3057.471,2385.058,149.425,229.885,213.633,132.679,82.023,0.416,232.457,3074.713,2614.943,81.469,148.371,1.610,0.621,0.883
6,29198.046,1,111,876.154,4666.667,2839.081,235.632,264.368,281.955,131.851,50.939,0.478,293.329,4683.908,3097.701,55.376,152.936,2.138,0.468,0.847
7,59287.888,0,61,1253.154,3281.609,3833.333,333.333,350.575,307.643,245.374,134.749,0.474,350.998,3471.264,4183.908,87.184,249.803,1.254,0.798,0.835
8,50105.697,1,107,1096.855,2034.483,4155.173,385.057,195.402,409.975,155.611,169.316,0.523,388.643,2045.977,4195.402,156.468,160.146,2.635,0.380,0.895
9,153553.978,0,79,1654.058,339.080,3264.368,413.793,540.230,555.978,351.653,107.657,0.705,552.592,367.816,3310.345,116.565,357.448,1.581,0.632,0.933
10,24045.450,0,63,682.245,1678.161,2591.954,235.632,137.931,226.801,134.989,177.974,0.649,238.142,1678.161,2683.908,8.326,137.931,1.680,0.595,0.900
11,29792.576,0,76,724.856,586.207,3885.058,235.632,195.402,230.823,164.338,158.608,0.713,245.517,586.207,3908.046,163.686,182.878,1.405,0.712,0.891
12,12121.813,1,75,479.631,971.264,3091.954,149.425,114.943,137.039,112.624,160.107,0.662,169.028,982.759,3103.448,144.689,110.530,1.217,0.822,0.866
13,62491.746,0,127,1137.972,5614.943,2879.310,298.851,350.575,335.736,236.993,124.266,0.606,380.961,5678.161,2913.793,123.930,268.157,1.417,0.706,0.878
14,22691.242,0,54,684.217,1620.690,885.057,189.655,206.897,191.631,150.766,104.276,0.609,224.432,1666.667,885.057,129.806,175.767,1.271,0.787,0.839
15,22559.124,6,92,633.479,3557.471,2091.954,206.897,160.920,201.497,142.549,166.556,0.706,211.944,3557.471,2114.943,167.471,153.717,1.414,0.707,0.895
16,33425.817,1,78,747.267,3735.632,1000.000,212.644,212.644,216.351,196.713,44.770,0.752,229.885,3741.379,1172.414,36.870,205.741,1.100,0.909,0.935
17,36200.292,0,97,1016.635,3057.471,597.701,258.621,235.632,219.308,210.168,116.119,0.440,260.212,3109.195,821.839,59.470,232.734,1.043,0.958,0.814
18,32335.845,8,81,848.165,3839.081,3563.218,201.149,247.126,228.136,180.468,108.618,0.565,252.481,3913.793,3563.218,101.821,196.368,1.264,0.791,0.848
19,157814.779,8,89,2131.618,1718.391,3862.069,511.494,563.218,601.590,334.008,134.726,0.436,658.541,1787.356,3862.069,122.164,383.361,1.801,0.555,0.884
20,44292.511,10,77,833.882,6511.494,1459.770,264.368,224.138,262.293,215.007,8.081,0.800,270.176,6517.242,1620.690,23.839,222.756,1.220,0.820,0.947
21,54399.527,0,58,953.008,6724.138,4321.839,264.368,327.586,303.884,227.928,107.573,0.753,329.396,6827.586,4649.425,83.991,243.890,1.333,0.750,0.918
