 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,20391.627,0,79,580.358,6774.949,906.425,197.554,174.313,175.175,148.214,179.614,0.761,202.949,6774.949,987.771,13.241,166.369,1.182,0.846,0.839
2,21607.022,0,57,636.468,639.146,3846.498,174.313,232.417,203.224,135.372,61.333,0.670,235.017,755.355,4078.914,81.469,161.743,1.501,0.666,0.844
3,12018.906,0,87,421.654,1011.013,3439.768,151.071,127.829,153.085,99.963,144.638,0.849,161.860,1011.013,3463.010,158.962,106.823,1.531,0.653,0.873
4,117623.228,0,153,2008.010,1522.330,2091.751,604.284,569.421,704.607,212.548,34.784,0.367,764.241,1533.951,2649.551,44.384,292.460,3.315,0.302,0.716
5,30384.875,1,158,715.820,5020.202,1743.126,185.933,267.279,238.604,162.140,88.672,0.745,273.522,5066.686,1743.126,102.265,183.430,1.472,0.680,0.889
6,22012.154,0,194,597.960,4206.744,2591.447,174.313,174.313,192.140,145.866,131.369,0.774,223.229,4218.364,2591.447,128.660,165.430,1.317,0.759,0.876
7,72383.525,1,107,1123.375,1743.126,4508.885,371.867,267.279,369.292,249.563,162.052,0.721,397.494,1777.988,4520.506,142.125,264.678,1.480,0.676,0.905
8,49696.151,0,134,1040.036,2242.822,2556.584,348.625,267.279,389.194,162.580,24.211,0.577,386.295,2289.305,2823.864,43.781,184.774,2.394,0.418,0.850
9,94125.591,0,135,1289.371,3753.531,3335.181,406.729,395.109,357.876,334.877,156.967,0.711,426.344,3753.531,3602.460,17.447,352.612,1.069,0.936,0.862
10,19176.232,0,94,557.116,5148.031,4218.364,162.692,197.554,185.931,131.317,70.354,0.776,200.607,5217.757,4218.364,100.008,135.228,1.416,0.706,0.871
11,137069.548,0,89,1745.061,2161.476,2637.930,453.213,569.421,563.679,309.613,123.379,0.566,629.030,2231.201,2637.930,115.145,369.912,1.821,0.549,0.849
12,44564.483,0,154,1118.220,5287.482,2277.684,278.900,278.900,282.883,200.582,56.582,0.448,321.417,5299.102,2533.343,49.399,223.681,1.410,0.709,0.810
13,44969.615,0,109,905.741,1011.013,2823.864,209.175,313.763,308.993,185.302,104.672,0.689,343.356,1080.738,2823.864,113.962,205.155,1.668,0.600,0.905
14,8102.633,0,58,366.711,2196.338,1929.059,127.829,92.967,135.242,76.282,156.753,0.757,151.517,2196.338,1940.680,147.529,88.246,1.773,0.564,0.870
15,9182.984,1,62,472.125,743.734,1487.467,116.208,127.829,112.861,103.597,49.332,0.518,158.060,743.734,1487.467,126.027,116.208,1.089,0.918,0.723
16,9182.984,0,93,366.711,3927.843,1034.255,116.208,104.588,122.535,95.419,16.107,0.858,132.498,3927.843,1115.601,37.875,104.588,1.284,0.779,0.883
17,5266.712,1,65,277.732,592.663,2893.589,81.346,81.346,96.753,69.309,35.370,0.858,115.040,592.663,2974.935,45.000,77.593,1.396,0.716,0.897
18,10128.292,0,64,458.510,1731.505,1034.255,116.208,151.071,142.535,90.474,119.621,0.605,181.523,1731.505,1045.875,129.806,109.732,1.575,0.635,0.838
19,21066.847,0,79,604.767,5787.178,1034.255,116.208,232.417,237.542,112.920,82.885,0.724,246.241,5810.419,1266.671,70.710,116.208,2.104,0.475,0.912
20,19446.320,0,164,596.792,5659.348,1301.534,162.692,220.796,212.404,116.569,116.998,0.686,235.304,5682.590,1301.534,110.225,135.877,1.822,0.549,0.787
21,8237.677,119,140,359.904,615.904,2207.959,127.829,92.967,134.228,78.140,11.633,0.799,140.415,615.904,2277.684,24.444,88.246,1.718,0.582,0.859
22,20931.803,0,80,551.477,1603.676,3126.006,162.692,174.313,167.211,159.387,61.495,0.865,183.742,1603.676,3184.110,145.305,162.692,1.049,0.953,0.901
23,14584.740,0,72,487.391,453.213,2974.935,139.450,185.933,166.000,111.867,92.351,0.772,187.380,522.938,2974.935,97.125,133.866,1.484,0.674,0.837
24,24307.900,0,69,660.878,2533.343,4381.056,209.175,162.692,215.233,143.796,1.554,0.699,239.288,2533.343,4497.265,29.055,161.920,1.497,0.668,0.870
25,49561.107,0,84,921.008,395.109,3102.764,267.279,290.521,270.444,233.331,125.121,0.734,319.097,429.971,3126.006,123.111,244.247,1.159,0.863,0.872
26,54422.687,0,150,965.839,5670.969,4392.677,255.658,290.521,283.376,244.527,61.255,0.733,341.779,5682.590,4671.577,54.689,255.658,1.159,0.863,0.916
27,18230.925,0,91,636.468,1592.055,4462.402,162.692,209.175,186.161,124.689,60.269,0.566,220.490,1661.780,4671.577,71.565,147.706,1.493,0.670,0.785
28,40648.211,0,85,941.913,1022.634,3056.281,325.383,302.142,389.435,132.898,136.505,0.576,374.761,1022.634,3114.385,150.255,156.126,2.930,0.341,0.804
29,34976.367,0,192,825.221,3555.977,2707.655,220.796,232.417,224.103,198.718,140.994,0.645,264.996,3579.218,2707.655,127.875,216.205,1.128,0.887,0.863
30,28089.129,0,69,654.070,6658.741,3497.872,185.933,185.933,208.134,171.833,52.877,0.825,232.417,6658.741,3648.943,36.870,181.085,1.211,0.826,0.924
31,49696.151,119,158,1242.887,3683.806,1592.055,313.763,453.213,427.594,147.979,58.870,0.404,481.529,3788.393,2045.268,70.253,199.942,2.890,0.346,0.735
32,69952.735,0,98,1171.510,3567.597,511.317,429.971,278.900,406.133,219.304,154.403,0.641,445.398,3567.597,639.146,164.876,248.251,1.852,0.540,0.874
33,23362.593,0,70,624.021,6228.769,1464.226,162.692,220.796,204.157,145.702,80.993,0.754,228.313,6275.253,1464.226,104.744,152.692,1.401,0.714,0.878
34,23632.681,1,100,633.648,1975.543,1522.330,209.175,174.313,203.130,148.132,28.636,0.740,220.490,1975.543,1615.297,18.435,167.641,1.371,0.729,0.879
35,24713.032,1,98,699.386,2684.414,2544.964,255.658,162.692,244.508,128.690,173.916,0.635,259.850,2684.414,2637.930,10.305,140.908,1.900,0.526,0.832
36,407022.282,0,100,3501.601,3474.631,2905.210,1127.221,685.629,1209.275,428.552,164.345,0.417,1173.935,3474.631,3137.626,158.515,496.159,2.822,0.354,0.790
37,41458.474,0,173,838.836,3892.981,4183.502,255.658,255.658,264.021,199.933,51.775,0.740,309.429,3892.981,4381.056,34.287,213.240,1.321,0.757,0.885
38,170155.300,1,137,2230.800,3672.185,1475.846,685.629,429.971,620.797,348.984,6.669,0.430,688.087,3672.185,1661.780,4.844,418.571,1.779,0.562,0.815
39,18095.881,0,79,597.960,6089.319,4857.511,232.417,104.588,229.543,100.375,179.574,0.636,239.570,6089.319,4938.856,14.036,104.588,2.287,0.437,0.882
40,15259.959,0,76,510.633,2405.514,1696.642,174.313,162.692,172.752,112.471,137.613,0.735,187.740,2405.514,1743.126,158.199,122.384,1.536,0.651,0.825
41,21066.847,0,72,587.165,1626.917,2881.968,151.071,209.175,210.015,127.720,71.894,0.768,224.436,1661.780,3091.143,68.749,145.539,1.644,0.608,0.886
42,20121.540,1,93,666.517,1929.059,2347.409,185.933,185.933,168.100,152.407,118.461,0.569,203.282,2010.405,2533.343,59.036,180.889,1.103,0.907,0.793
43,10938.555,0,96,504.993,6716.845,3370.043,116.208,197.554,208.848,66.687,114.532,0.539,223.531,6728.466,3370.043,117.897,78.940,3.132,0.319,0.798
44,39567.860,1,105,893.778,2986.556,3509.493,255.658,302.142,319.660,157.603,52.077,0.622,355.719,3021.418,3811.635,51.633,176.975,2.028,0.493,0.857
45,35921.675,0,97,736.242,6252.011,2521.722,244.038,209.175,242.256,188.796,151.570,0.833,255.922,6310.115,2521.722,129.472,194.730,1.283,0.779,0.914
46,14719.784,0,100,531.055,5264.240,2405.514,116.208,209.175,213.283,87.873,107.399,0.656,220.490,5287.482,2405.514,108.435,98.975,2.427,0.412,0.862
47,27548.953,0,121,732.255,4590.231,3300.318,232.417,197.554,268.587,130.596,35.704,0.646,274.262,4590.231,3474.631,36.384,145.079,2.057,0.486,0.885
48,20391.627,1,88,652.902,871.563,3358.422,220.796,162.692,233.746,111.075,29.701,0.601,249.510,871.563,3497.872,27.759,124.740,2.104,0.475,0.837
49,59284.267,0,137,1005.573,325.383,2335.789,325.383,302.142,384.229,196.453,134.826,0.737,419.156,348.625,2335.789,136.123,213.647,1.956,0.511,0.933
50,2024172.856,0,162,6365.082,1987.163,3311.939,1650.159,1650.159,1839.246,1401.257,130.963,0.628,2036.964,2033.647,3416.527,139.860,1460.672,1.313,0.762,0.926
51,14179.608,0,71,527.067,2661.172,2719.276,185.933,162.692,191.533,94.261,38.044,0.641,213.330,2661.172,2823.864,29.358,115.040,2.032,0.492,0.840
52,23632.681,1,83,587.165,894.805,418.350,174.313,197.554,181.941,165.384,97.638,0.861,202.949,929.667,615.904,66.371,173.327,1.100,0.909,0.895
53,25388.251,0,114,667.685,1266.671,3335.181,185.933,185.933,203.220,159.066,149.843,0.716,238.440,1278.292,3335.181,133.025,172.846,1.278,0.783,0.870
