 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,18636.057,1,76,537.862,2951.693,4485.644,162.692,174.313,166.817,142.241,118.044,0.810,190.596,2998.176,4485.644,127.569,151.632,1.173,0.853,0.890
2,19176.232,1,77,554.296,3172.489,3718.668,151.071,185.933,165.635,147.408,94.162,0.784,189.174,3265.456,3718.668,100.620,151.071,1.124,0.890,0.879
3,16205.267,0,69,570.731,3126.006,4415.919,151.071,162.692,148.780,138.683,49.780,0.625,172.756,3172.489,4415.919,109.654,151.071,1.073,0.932,0.830
4,26738.690,0,88,726.615,3486.252,1766.367,162.692,232.417,253.351,134.378,111.955,0.636,274.262,3486.252,1766.367,126.384,150.764,1.885,0.530,0.884
5,45104.659,1,142,923.827,1150.463,1719.884,255.658,255.658,246.495,232.983,123.167,0.664,290.521,1220.188,1731.505,126.870,249.947,1.058,0.945,0.860
6,19176.232,0,97,566.743,4706.440,1987.163,162.692,209.175,176.832,138.074,85.697,0.750,214.278,4752.923,2196.338,77.471,160.905,1.281,0.781,0.835
7,51316.678,0,118,1023.601,3079.522,3962.706,313.763,290.521,307.081,212.772,147.680,0.615,351.326,3172.489,3962.706,124.216,259.406,1.443,0.693,0.875
8,74814.315,0,70,1082.531,5636.107,464.834,278.900,371.867,364.081,261.636,97.409,0.802,378.526,5729.073,476.454,107.879,274.123,1.392,0.719,0.919
9,27008.778,0,82,660.878,615.904,3532.735,209.175,185.933,233.232,147.444,30.221,0.777,254.865,627.525,3707.048,43.152,153.336,1.582,0.632,0.905
10,16610.398,1,91,527.067,4067.294,4334.573,151.071,174.313,155.925,135.636,77.863,0.751,183.742,4125.398,4508.885,71.565,145.079,1.150,0.870,0.863
11,29304.524,2,71,775.918,6705.224,4322.952,220.796,209.175,205.774,181.324,154.915,0.612,255.922,6728.466,4334.573,140.528,207.489,1.135,0.881,0.816
12,27413.910,1,105,975.950,4090.535,3846.498,209.175,232.417,200.855,173.780,49.442,0.362,235.017,4171.881,3846.498,98.531,205.429,1.156,0.865,0.756
13,13774.477,1,53,458.510,4508.885,3451.389,139.450,151.071,155.354,112.892,131.962,0.823,174.313,4520.506,3451.389,126.870,123.258,1.376,0.727,0.872
14,52532.073,1,98,1147.101,4683.198,2463.618,302.142,313.763,365.425,183.036,132.383,0.502,379.416,4706.440,2475.239,130.030,204.574,1.996,0.501,0.864
15,68332.208,0,156,1063.277,987.771,1812.851,313.763,325.383,378.637,229.780,125.719,0.760,406.729,1022.634,1812.851,126.870,252.075,1.648,0.607,0.906
16,15935.179,0,91,521.428,3021.418,906.425,162.692,162.692,159.890,126.895,129.053,0.737,183.742,3033.039,952.909,145.305,143.361,1.260,0.794,0.843
17,182309.251,0,151,1817.606,1801.230,1929.059,639.146,511.317,638.481,363.555,150.144,0.693,649.625,1801.230,2103.372,169.695,348.849,1.756,0.569,0.927
18,56988.521,1,83,1015.626,4613.473,2835.485,348.625,267.279,318.754,227.636,172.317,0.694,351.710,4613.473,2986.556,172.405,264.701,1.400,0.714,0.881
19,40648.211,0,92,904.573,5880.144,1696.642,197.554,313.763,286.559,180.608,97.681,0.624,317.187,5938.249,2010.405,81.573,197.249,1.587,0.630,0.840
20,15530.047,1,89,584.345,4857.511,3521.114,174.313,139.450,161.198,122.666,176.505,0.572,183.742,4857.511,3579.218,161.565,139.105,1.314,0.761,0.830
21,18906.144,1,107,737.894,1766.367,2521.722,162.692,197.554,198.445,121.304,122.606,0.436,219.262,1789.609,2533.343,122.005,146.470,1.636,0.611,0.791
22,50101.283,0,140,1178.318,5310.723,1475.846,267.279,337.004,366.488,174.060,60.547,0.453,378.347,5322.344,1801.230,47.490,181.863,2.106,0.475,0.881
23,20391.627,0,70,592.804,2022.026,4520.506,197.554,197.554,201.495,128.854,42.278,0.729,223.531,2080.130,4718.060,62.103,139.692,1.564,0.639,0.856
24,9993.248,5,66,402.400,1557.192,778.596,104.588,151.071,140.148,90.788,78.531,0.776,158.060,1592.055,929.667,72.897,104.588,1.544,0.648,0.841
25,16070.223,0,108,531.055,2730.897,4497.265,174.313,162.692,174.438,117.298,34.650,0.716,197.554,2730.897,4625.094,28.072,140.443,1.487,0.672,0.818
26,30654.963,1,84,762.304,4543.748,2870.347,244.038,209.175,222.462,175.451,24.406,0.663,261.146,4543.748,2998.176,20.854,204.936,1.268,0.789,0.845
27,43214.045,1,90,824.053,894.805,3277.076,255.658,278.900,277.204,198.489,128.758,0.800,287.484,1022.634,3277.076,104.036,213.647,1.397,0.716,0.908
28,23092.505,0,54,640.456,3858.118,1894.197,209.175,174.313,215.293,136.569,22.187,0.707,235.304,3858.118,2033.647,32.905,157.783,1.576,0.634,0.842
29,15800.135,1,76,474.944,615.904,232.417,151.071,151.071,154.660,130.075,47.109,0.880,166.385,615.904,348.625,24.775,139.660,1.189,0.841,0.890
30,45509.791,4,122,1268.949,6007.974,3776.773,313.763,464.834,546.592,106.011,122.216,0.355,538.335,6031.215,3776.773,122.661,119.562,5.156,0.194,0.844
31,52802.161,143,155,919.356,2312.547,3346.802,302.142,232.417,306.323,219.473,6.770,0.785,337.805,2312.547,3544.356,26.565,232.417,1.396,0.716,0.925
