 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,54962.863,0,103,1049.663,2730.897,3195.731,244.038,325.383,323.863,216.082,97.613,0.627,338.404,2835.485,3521.114,74.055,228.146,1.499,0.667,0.850
2,86428.089,0,75,1257.670,3939.464,1568.813,313.763,406.729,408.903,269.119,66.260,0.687,437.444,3974.327,1940.680,50.389,298.565,1.519,0.658,0.899
3,15665.091,1,69,507.813,3892.981,3521.114,174.313,151.071,196.360,101.576,135.938,0.763,205.594,3916.223,3521.114,132.709,115.040,1.933,0.517,0.862
4,35651.587,1,169,774.750,4381.056,2765.760,267.279,232.417,302.997,149.814,34.829,0.746,305.033,4404.298,2986.556,40.365,161.634,2.022,0.494,0.884
5,35246.455,1,131,870.537,2463.618,3939.464,244.038,232.417,255.788,175.447,142.689,0.584,297.639,2510.101,3939.464,128.660,197.539,1.458,0.686,0.852
6,28764.348,0,92,692.579,3265.456,1173.705,220.796,220.796,208.965,175.263,50.886,0.754,244.314,3265.456,1324.776,25.346,176.828,1.192,0.839,0.877
7,23092.505,0,118,663.697,5856.903,2603.068,232.417,151.071,232.847,126.273,16.256,0.659,239.570,5856.903,2719.276,22.834,140.961,1.844,0.542,0.870
8,28089.129,1,152,710.181,4299.710,2765.760,209.175,185.933,213.399,167.593,30.719,0.700,247.062,4311.331,2940.072,41.186,179.594,1.273,0.785,0.858
9,46860.230,0,99,866.065,5066.686,3753.531,278.900,232.417,279.191,213.704,159.142,0.785,322.884,5066.686,3823.256,149.744,232.417,1.306,0.765,0.944
10,117893.315,0,86,1379.518,5322.344,3091.143,476.454,360.246,461.715,325.106,23.461,0.778,503.465,5322.344,3277.076,18.853,350.480,1.420,0.704,0.939
11,20256.583,1,137,566.743,4566.990,2986.556,209.175,162.692,191.393,134.757,173.735,0.793,214.278,4566.990,3091.143,12.529,142.572,1.420,0.704,0.880
12,25928.427,0,77,678.964,5578.003,2254.443,209.175,220.796,247.034,133.638,133.033,0.707,255.922,5578.003,2300.926,140.528,150.032,1.849,0.541,0.859
13,10938.555,11,87,379.158,5601.244,3497.872,116.208,127.829,128.857,108.084,57.588,0.956,140.415,5624.486,3625.702,65.556,115.040,1.192,0.839,0.905
14,25253.207,0,78,744.217,2812.243,3962.706,278.900,127.829,294.010,109.361,171.784,0.573,291.449,2812.243,3962.706,156.501,119.078,2.688,0.372,0.831
15,14584.740,0,61,501.006,5310.723,1685.022,174.313,151.071,157.023,118.262,15.724,0.730,177.765,5310.723,1789.609,11.310,132.614,1.328,0.753,0.850
