 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,126701.024,0,123,2213.811,3350.575,4425.287,362.069,563.218,521.056,309.604,76.287,0.325,608.327,3436.782,4988.506,67.797,327.882,1.683,0.594,0.833
2,38248.119,0,64,795.216,5379.310,5350.575,229.885,229.885,225.443,216.015,4.092,0.760,256.312,5385.058,5373.563,137.726,221.738,1.044,0.958,0.908
3,15854.143,1,79,525.848,3040.230,3063.218,172.414,143.678,169.661,118.979,30.522,0.720,192.764,3040.230,3155.172,26.565,135.197,1.426,0.701,0.888
4,32765.228,1,94,1326.303,1695.402,3982.759,316.092,362.069,426.458,97.824,130.859,0.234,441.595,1701.149,4000.000,128.660,125.321,4.359,0.229,0.741
5,17076.233,0,80,631.507,2258.621,4155.173,172.414,160.920,175.994,123.539,147.085,0.538,197.755,2287.356,4155.173,125.538,136.615,1.425,0.702,0.835
6,12650.285,0,73,479.871,3540.230,3258.621,132.184,155.172,134.670,119.603,88.499,0.690,160.303,3626.437,3413.793,75.466,132.184,1.126,0.888,0.860
7,61632.980,2,73,1061.217,6252.874,1465.517,298.851,310.345,341.561,229.750,132.878,0.688,368.982,6252.874,1477.012,127.405,259.160,1.487,0.673,0.900
8,30089.842,0,59,905.636,6212.644,833.333,241.379,310.345,356.355,107.509,59.212,0.461,367.187,6218.391,1143.678,50.080,119.412,3.315,0.302,0.861
9,21171.886,0,93,626.169,1770.115,3689.655,178.161,183.908,199.671,135.006,132.992,0.679,217.254,1793.103,3701.150,127.476,151.179,1.479,0.676,0.880
10,92218.263,0,85,1500.689,5396.552,2954.023,356.322,436.782,371.141,316.365,108.666,0.515,443.125,5482.759,2954.023,99.707,339.904,1.173,0.852,0.873
11,25862.070,0,68,836.432,5413.793,2637.931,298.851,166.667,307.164,107.202,19.715,0.465,309.492,5413.793,2729.885,15.068,126.897,2.865,0.349,0.830
12,15887.172,0,69,507.620,913.793,3545.977,143.678,166.667,159.702,126.662,56.128,0.775,180.372,965.517,3712.644,67.521,132.806,1.261,0.793,0.905
13,14863.259,1,90,600.969,5724.138,1936.782,206.897,120.690,202.293,93.550,170.272,0.517,208.883,5724.138,2011.494,7.907,103.396,2.162,0.462,0.841
14,44325.541,0,100,943.486,2908.046,1413.793,201.149,321.839,295.874,190.747,88.743,0.626,323.119,3000.000,1735.632,84.898,201.149,1.551,0.645,0.895
15,32005.551,1,86,764.916,6390.805,1712.644,206.897,241.379,226.208,180.147,62.130,0.687,252.678,6477.012,1954.023,72.801,189.705,1.256,0.796,0.900
16,58263.974,0,85,1070.739,5178.161,3172.414,310.345,321.839,280.585,264.391,30.997,0.639,330.397,5247.127,3172.414,103.069,285.970,1.061,0.942,0.865
17,35936.057,0,177,1016.635,2114.943,3224.138,281.609,224.138,238.982,191.459,1.205,0.437,296.242,2114.943,3396.552,18.083,208.569,1.248,0.801,0.779
18,17439.557,0,166,584.136,1643.678,2494.253,183.908,166.667,198.016,112.136,42.417,0.642,203.354,1672.414,2643.678,47.291,128.067,1.766,0.566,0.868
19,26786.895,0,67,891.353,6189.655,2678.161,327.586,183.908,356.006,95.802,157.893,0.424,352.875,6189.655,2678.161,149.676,109.701,3.716,0.269,0.855
20,29957.724,1,71,818.782,6856.322,1465.517,178.161,264.368,277.879,137.266,105.922,0.562,293.723,6873.563,1471.264,120.579,144.057,2.024,0.494,0.872
21,20577.356,13,86,577.980,229.885,2419.540,195.402,143.678,190.820,137.302,13.279,0.774,209.199,229.885,2528.736,20.925,143.632,1.390,0.720,0.913
22,10536.399,15,77,433.894,471.264,1149.425,114.943,143.678,131.803,101.783,89.060,0.703,146.524,511.494,1149.425,101.310,112.732,1.295,0.772,0.881
23,16217.467,0,76,589.474,1339.080,3005.747,218.391,137.931,235.182,87.799,159.435,0.586,234.579,1344.828,3011.494,149.036,96.341,2.679,0.373,0.867
24,26423.571,0,121,776.411,4408.046,1350.575,218.391,224.138,230.334,146.064,51.815,0.551,258.301,4408.046,1528.736,32.276,160.356,1.577,0.634,0.852
25,21997.623,0,83,623.140,5689.655,2011.494,166.667,172.414,170.390,164.377,66.145,0.712,212.721,5689.655,2155.172,38.418,159.473,1.037,0.965,0.902
26,17835.911,0,63,616.069,1758.621,3298.851,201.149,178.161,229.681,98.873,139.307,0.591,236.960,1770.115,3310.345,140.906,107.741,2.323,0.430,0.879
27,37917.825,0,71,787.666,729.885,5057.471,229.885,206.897,242.291,199.258,164.324,0.768,256.826,752.874,5068.966,139.538,206.897,1.216,0.822,0.920
28,22988.507,1,93,621.985,2488.506,3511.494,189.655,183.908,183.492,159.516,39.388,0.747,199.914,2488.506,3637.931,18.435,170.153,1.150,0.869,0.895
29,29561.370,2,83,744.478,804.598,2672.414,178.161,247.126,258.084,145.839,108.366,0.670,260.403,862.069,2672.414,112.036,156.185,1.770,0.565,0.898
