 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,6936.187,0,102,364.111,4666.667,2994.253,74.713,132.184,123.634,71.432,91.010,0.657,135.271,4666.667,2994.253,102.265,74.713,1.731,0.578,0.866
2,11461.224,1,91,494.731,2540.230,4678.161,132.184,132.184,129.840,112.392,40.556,0.588,151.728,2568.966,4798.851,52.696,122.971,1.155,0.866,0.842
3,28702.604,0,72,909.581,5057.471,2500.000,247.126,183.908,245.728,148.722,23.915,0.436,263.178,5057.471,2660.920,31.608,159.478,1.652,0.605,0.847
4,13211.786,0,69,606.547,1459.770,3045.977,160.920,178.161,180.489,93.201,122.455,0.451,215.728,1459.770,3068.966,138.240,131.991,1.937,0.516,0.707
5,12980.579,0,66,529.792,1597.701,2189.655,166.667,120.690,142.237,116.196,175.239,0.581,170.196,1597.701,2287.356,11.689,117.105,1.224,0.817,0.831
6,68106.755,0,107,1424.990,5425.287,4431.035,385.057,390.805,450.079,192.669,41.583,0.421,480.633,5436.782,4747.127,41.121,217.395,2.336,0.428,0.879
7,17208.351,0,70,588.897,2517.241,3120.690,172.414,189.655,211.575,103.558,53.896,0.624,228.154,2517.241,3275.862,40.914,110.483,2.043,0.489,0.886
8,34383.672,0,59,755.972,885.057,3068.966,247.126,201.149,255.244,171.517,27.875,0.756,275.023,885.057,3212.644,26.030,179.233,1.488,0.672,0.917
9,19421.325,0,110,599.574,4494.253,2477.012,137.931,178.161,191.275,129.280,95.326,0.679,195.402,4517.241,2482.759,118.072,133.464,1.480,0.676,0.902
10,11130.929,1,97,500.309,3632.184,1913.793,126.437,149.425,153.910,92.082,52.668,0.559,163.364,3632.184,2045.977,39.289,109.659,1.671,0.598,0.835
11,14962.347,0,65,498.098,6655.173,747.126,126.437,166.667,156.971,121.364,69.091,0.758,178.254,6718.391,913.793,69.228,126.437,1.293,0.773,0.922
12,8389.484,1,82,553.597,3971.264,3022.989,218.391,114.943,201.977,52.886,22.436,0.344,233.944,3982.759,3132.184,27.824,70.723,3.819,0.262,0.772
13,41980.449,0,126,1384.113,1281.609,3212.644,235.632,408.046,327.162,163.378,106.961,0.275,445.245,1293.103,3212.644,113.587,189.084,2.002,0.499,0.687
14,15755.054,1,82,528.637,3224.138,2982.759,155.172,137.931,152.592,131.461,21.670,0.708,167.063,3235.632,3091.954,40.815,137.931,1.161,0.862,0.897
15,106520.021,0,88,1451.684,2718.391,2568.966,419.540,402.299,406.811,333.387,54.137,0.635,428.267,2758.621,2942.529,40.101,374.243,1.220,0.820,0.887
16,23913.332,1,76,740.533,568.966,3816.092,264.368,160.920,260.639,116.818,159.193,0.548,281.844,568.966,3856.322,159.717,125.347,2.231,0.448,0.878
17,87990.492,1,162,1599.854,4666.667,3431.035,500.000,459.770,560.491,199.884,136.984,0.432,601.282,4672.414,3454.023,144.335,239.418,2.804,0.357,0.789
18,6738.011,6,88,365.506,6408.046,3166.667,91.954,126.437,120.862,70.983,104.675,0.634,134.537,6436.782,3166.667,109.983,85.556,1.703,0.587,0.836
