 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,29032.899,0,87,1265.465,3787.356,1563.218,431.034,362.069,546.151,67.684,35.919,0.228,537.963,3804.598,1925.287,40.668,92.863,8.069,0.124,0.685
2,558429.146,0,134,3762.111,5333.333,4534.483,942.529,971.264,857.450,829.219,105.309,0.496,982.086,5454.023,4614.943,117.915,884.678,1.034,0.967,0.886
3,14830.229,1,88,475.109,1114.943,2804.598,126.437,166.667,160.990,117.289,78.361,0.826,169.126,1172.414,2971.264,80.218,121.276,1.373,0.729,0.920
4,61897.215,0,99,1467.601,867.816,3971.264,373.563,258.621,360.418,218.663,18.123,0.361,409.057,867.816,4195.402,24.044,242.876,1.648,0.607,0.841
5,29759.547,0,77,920.836,816.092,3551.724,126.437,408.046,370.654,102.227,82.051,0.441,411.311,833.333,3959.770,82.776,113.196,3.626,0.276,0.903
6,19916.767,4,69,830.515,5091.954,4321.839,304.598,126.437,280.908,90.274,167.075,0.363,311.089,5091.954,4373.563,168.275,113.024,3.112,0.321,0.781
7,22063.682,1,90,619.774,2787.356,5172.414,189.655,155.172,201.119,139.680,8.245,0.722,210.458,2798.851,5321.839,34.992,151.186,1.440,0.695,0.897
8,54961.028,8,77,1426.723,4287.356,4724.138,425.287,264.368,387.375,180.648,159.281,0.339,437.688,4287.356,4833.333,166.329,218.539,2.144,0.466,0.742
9,8290.395,0,70,517.720,6137.931,2775.862,80.460,183.908,167.640,62.966,82.864,0.389,184.714,6178.161,2775.862,95.356,77.018,2.662,0.376,0.781
10,214130.015,0,72,2966.078,5379.310,2632.184,517.241,683.908,655.748,415.768,110.893,0.306,704.908,5465.517,2649.425,114.057,481.454,1.577,0.634,0.828
11,224897.620,11,104,2081.458,4620.690,2942.529,603.448,626.437,612.942,467.170,41.062,0.652,643.524,4839.081,3568.966,72.860,482.799,1.312,0.762,0.899
12,31939.492,0,68,863.026,1132.184,1603.448,293.103,172.414,295.917,137.426,167.183,0.539,299.844,1132.184,1637.931,167.829,154.148,2.153,0.464,0.866
13,26819.925,0,84,728.222,890.805,4505.747,235.632,172.414,236.081,144.646,161.357,0.636,254.046,896.552,4505.747,142.352,161.581,1.632,0.613,0.889
14,69493.992,0,153,1135.520,6770.115,3494.253,356.322,344.828,377.307,234.511,31.179,0.677,404.918,6827.586,3827.586,55.408,272.681,1.609,0.622,0.840
15,8158.278,0,77,385.128,5712.644,3965.517,120.690,103.448,114.217,90.944,178.645,0.691,125.519,5712.644,4017.241,15.945,101.909,1.256,0.796,0.839
16,15986.261,0,70,670.173,5017.242,2206.897,166.667,201.149,171.985,118.349,120.456,0.447,226.192,5017.242,2206.897,117.216,142.234,1.453,0.688,0.814
17,151737.357,1,124,1898.127,3333.333,833.333,522.989,459.770,526.276,367.104,145.892,0.529,578.750,3367.816,867.816,147.572,401.224,1.434,0.698,0.910
18,52120.494,11,93,1035.679,6465.517,5235.632,287.356,304.598,268.338,247.307,67.402,0.611,305.950,6620.690,5235.632,95.389,271.595,1.085,0.922,0.877
19,21667.328,1,95,651.129,1034.483,2718.391,212.644,155.172,203.814,135.357,17.142,0.642,217.557,1034.483,2798.851,167.800,147.141,1.506,0.664,0.881
20,66257.105,0,78,1108.011,5247.127,649.425,287.356,385.057,327.331,257.724,80.423,0.678,392.239,5442.529,1034.483,79.019,283.571,1.270,0.787,0.912
21,28108.074,1,106,841.193,436.782,2758.621,344.828,109.195,345.428,103.606,178.464,0.499,346.547,436.782,2775.862,174.289,109.195,3.334,0.300,0.872
22,1662802.302,1,130,7373.261,1235.632,1977.012,1459.770,1494.253,1517.017,1395.598,135.276,0.384,1707.506,1413.793,2114.943,136.637,1422.245,1.087,0.920,0.932
23,46043.073,0,89,1103.250,4080.460,626.437,241.379,327.586,305.746,191.740,105.462,0.475,343.724,4155.173,626.437,110.556,235.993,1.595,0.627,0.809
24,25267.540,0,121,1000.140,3086.207,1747.126,103.448,419.540,369.819,86.993,91.787,0.317,424.277,3086.207,1747.126,98.569,100.724,4.251,0.235,0.811
25,13971.463,1,155,612.702,5005.747,1683.908,172.414,149.425,145.572,122.201,175.571,0.468,175.828,5005.747,1741.379,168.690,143.651,1.191,0.839,0.788
26,19949.796,4,72,553.597,6706.897,3310.345,143.678,183.908,185.882,136.650,84.418,0.818,193.192,6752.874,3488.506,67.249,143.678,1.360,0.735,0.936
27,37356.324,0,72,788.243,6258.621,3672.414,212.644,229.885,223.578,212.738,73.984,0.756,256.826,6275.862,3862.069,40.462,211.240,1.051,0.952,0.934
