 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,23550.008,1,73,655.890,6551.724,3247.127,224.138,166.667,226.011,132.670,29.250,0.688,236.960,6551.724,3373.563,22.834,145.309,1.704,0.587,0.890
2,159565.340,0,104,2377.280,1718.391,2580.460,850.575,385.057,832.322,244.094,14.211,0.355,859.095,1718.391,2804.598,8.076,341.354,3.410,0.293,0.733
3,17901.969,4,87,758.761,1109.195,1902.299,166.667,183.908,159.776,142.659,87.839,0.391,189.742,1109.195,2063.218,54.866,165.601,1.120,0.893,0.798
4,16712.909,1,71,639.635,4816.092,3442.529,143.678,206.897,179.157,118.776,110.856,0.513,208.170,4879.310,3442.529,96.340,120.078,1.508,0.663,0.819
5,25036.334,0,85,1120.661,5706.897,1482.759,459.770,114.943,383.229,83.181,175.153,0.251,464.914,5706.897,1494.253,171.469,104.878,4.607,0.217,0.671
6,36233.322,0,130,1121.717,1304.598,2040.230,270.115,350.575,380.013,121.400,127.767,0.362,424.238,1310.345,2040.230,125.628,163.328,3.130,0.319,0.747
7,52351.700,0,71,1213.093,1051.724,3247.127,252.874,327.586,300.794,221.601,80.449,0.447,328.844,1166.667,3247.127,95.013,228.324,1.357,0.737,0.887
8,13244.815,1,77,450.726,2517.241,4114.943,120.690,155.172,153.605,109.787,108.442,0.819,158.958,2551.724,4114.943,102.529,119.266,1.399,0.715,0.906
9,20775.533,1,93,582.164,3298.851,3206.897,172.414,195.402,177.302,149.193,120.853,0.770,196.750,3402.299,3402.299,83.290,149.843,1.188,0.841,0.913
10,20412.209,0,127,595.052,1511.494,4005.747,201.149,160.920,179.855,144.503,9.250,0.724,205.133,1511.494,4109.196,11.310,153.771,1.245,0.803,0.909
11,30288.018,0,93,781.749,2718.391,4678.161,218.391,212.644,206.468,186.779,28.915,0.623,237.587,2724.138,4816.092,32.152,192.263,1.105,0.905,0.902
12,14698.111,1,71,857.448,2919.540,4321.839,321.839,103.448,247.659,75.564,7.139,0.251,323.119,2919.540,4350.575,5.102,103.448,3.277,0.305,0.614
13,27447.485,1,96,820.993,5528.736,2988.506,281.609,143.678,278.534,125.468,179.253,0.512,286.320,5528.736,3080.460,10.408,143.678,2.220,0.450,0.803
14,54762.851,1,86,1233.532,5522.989,2729.885,373.563,356.322,433.173,160.966,48.686,0.452,474.825,5522.989,3086.207,38.118,189.919,2.691,0.372,0.860
15,156031.188,1,64,2161.101,5724.138,4057.471,747.126,431.034,824.855,240.848,161.020,0.420,794.892,5729.885,4080.460,151.026,268.982,3.425,0.292,0.864
16,19487.384,0,155,570.669,4655.173,3821.839,178.161,178.161,166.526,148.998,48.636,0.752,183.998,4655.173,3936.782,14.470,154.426,1.118,0.895,0.886
17,3778867.937,0,255,11689.885,2764.368,1362.069,2821.839,1724.138,2869.333,1676.837,175.149,0.347,2870.027,2839.081,1793.103,157.389,1691.100,1.711,0.584,0.936
18,9743.692,1,98,404.172,1626.437,2402.299,120.690,137.931,125.645,98.739,108.595,0.750,143.678,1678.161,2402.299,106.260,105.081,1.272,0.786,0.871
19,9017.044,0,74,468.376,4264.368,1735.632,114.943,166.667,160.193,71.669,64.255,0.517,182.647,4281.609,1902.299,65.854,91.386,2.235,0.447,0.781
20,15755.054,1,93,560.330,4436.782,4068.966,178.161,137.931,166.866,120.216,1.344,0.631,191.043,4436.782,4091.954,158.839,137.931,1.388,0.720,0.839
21,45580.660,0,80,982.969,2235.632,5172.414,287.356,298.851,303.621,191.143,133.814,0.593,312.783,2339.081,5172.414,110.433,208.767,1.588,0.630,0.838
