 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,14400.846,1,67,507.620,3057.471,2143.678,143.678,149.425,150.424,121.894,41.910,0.702,165.772,3086.207,2293.104,56.310,132.499,1.234,0.810,0.852
2,16217.467,24,86,632.902,3902.299,3385.058,143.678,178.161,160.311,128.804,76.862,0.509,187.906,3908.046,3563.218,66.571,140.440,1.245,0.803,0.867
3,10073.986,1,51,408.116,5183.908,4810.345,109.195,132.184,138.333,92.723,64.417,0.760,143.678,5201.150,4931.035,53.130,95.760,1.492,0.670,0.902
4,12220.902,1,64,593.658,5011.494,3885.058,126.437,155.172,142.059,109.533,56.848,0.436,175.922,5017.242,4040.230,51.633,120.620,1.297,0.771,0.802
5,37422.383,15,92,840.038,637.931,3879.310,258.621,224.138,256.556,185.720,157.935,0.666,276.460,672.414,3896.552,133.315,191.647,1.381,0.724,0.884
6,25762.982,1,55,646.368,6258.621,3488.506,183.908,212.644,210.822,155.593,118.751,0.775,226.702,6298.851,3500.000,120.466,167.461,1.355,0.738,0.931
7,19817.678,1,112,653.918,2270.115,2086.207,183.908,189.655,170.236,148.222,119.349,0.582,208.249,2270.115,2109.195,152.021,163.117,1.149,0.871,0.837
8,31377.991,2,86,805.315,3419.540,2649.425,264.368,178.161,259.775,153.794,173.599,0.608,288.274,3419.540,2706.897,156.501,178.161,1.689,0.592,0.903
9,37884.795,6,96,1011.296,1086.207,3304.598,264.368,241.379,222.628,216.668,14.402,0.465,265.925,1086.207,3454.023,173.797,226.584,1.028,0.973,0.836
10,52847.142,0,91,1035.101,1206.897,2545.977,264.368,327.586,293.431,229.311,94.971,0.620,328.040,1321.839,2873.563,86.987,251.963,1.280,0.781,0.898
11,19454.354,21,81,609.913,954.023,1936.782,178.161,166.667,172.510,143.587,38.041,0.657,191.302,965.517,2103.448,57.265,153.165,1.201,0.832,0.894
12,22592.153,0,123,825.754,4206.897,4293.104,155.172,229.885,209.171,137.520,95.033,0.416,238.419,4287.356,4522.989,74.624,151.952,1.521,0.657,0.832
13,22922.448,1,83,697.106,2804.598,2028.736,137.931,224.138,219.041,133.244,78.783,0.593,234.508,2850.575,2252.874,72.897,137.931,1.644,0.608,0.877
14,8257.366,1,56,383.155,2752.874,2747.127,120.690,109.195,118.627,88.627,26.198,0.707,131.306,2752.874,2833.333,23.199,97.332,1.338,0.747,0.864
15,33590.965,0,172,977.630,1155.172,3459.770,293.103,275.862,353.473,120.997,132.888,0.442,367.996,1155.172,3459.770,141.340,138.170,2.921,0.342,0.870
16,8224.337,24,111,368.872,5936.782,1890.805,97.701,120.690,117.211,89.339,117.813,0.760,131.055,5948.276,1908.046,127.875,97.701,1.312,0.762,0.896
17,7266.482,1,94,335.784,1051.724,3839.081,114.943,97.701,112.558,82.197,28.420,0.810,120.004,1051.724,3902.299,16.699,86.034,1.369,0.730,0.896
