 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,40395.034,0,77,993.069,5885.058,4120.690,350.575,224.138,342.667,150.095,155.060,0.515,356.229,5885.058,4201.150,169.778,173.964,2.283,0.438,0.845
2,19850.708,0,79,663.201,6902.299,3833.333,189.655,155.172,176.831,142.931,165.188,0.567,199.501,6925.288,3833.333,131.496,143.290,1.237,0.808,0.860
3,160523.195,0,149,2041.496,5040.230,5201.150,781.609,281.609,798.477,255.968,0.359,0.484,790.016,5040.230,5396.552,8.366,269.577,3.119,0.321,0.920
4,25135.422,0,101,700.473,1126.437,4442.529,201.149,183.908,219.369,145.889,145.002,0.644,248.725,1137.931,4465.517,139.686,166.627,1.504,0.665,0.908
5,12253.931,0,48,473.137,298.851,4402.299,172.414,114.943,163.038,95.697,167.922,0.688,174.508,298.851,4436.782,162.759,110.429,1.704,0.587,0.892
6,24210.597,1,91,633.479,5097.701,4074.713,189.655,195.402,215.100,143.310,38.209,0.758,232.741,5137.931,4270.115,57.095,147.759,1.501,0.666,0.916
7,262551.209,0,107,3024.366,2517.241,4086.207,735.632,568.966,752.517,444.230,27.294,0.361,814.147,2551.724,4597.701,30.548,483.127,1.694,0.590,0.888
8,15259.612,1,159,621.407,6574.713,3028.736,172.414,178.161,164.421,118.167,132.018,0.497,192.764,6574.713,3040.230,153.435,139.463,1.391,0.719,0.839
9,84192.104,0,125,1451.345,3959.770,4270.115,379.310,379.310,411.395,260.569,133.541,0.502,452.712,4045.977,4270.115,123.085,302.352,1.579,0.633,0.849
10,7134.364,1,92,393.255,1183.908,2994.253,126.437,91.954,113.221,80.231,173.802,0.580,136.244,1183.908,3011.494,152.354,90.850,1.411,0.709,0.781
11,12154.843,0,65,512.381,6149.425,5310.345,132.184,178.161,144.288,107.258,104.371,0.582,187.201,6178.161,5310.345,107.879,119.953,1.345,0.743,0.790
12,7464.659,0,79,401.383,5844.828,4741.379,114.943,120.690,105.773,89.856,123.195,0.582,133.675,5850.575,4741.379,115.463,98.527,1.177,0.850,0.801
13,5317.744,0,85,297.935,6051.724,2373.563,97.701,103.448,98.648,68.636,127.870,0.753,107.979,6051.724,2402.299,154.799,70.334,1.437,0.696,0.839
14,83630.603,0,76,1300.864,3936.782,879.310,339.080,379.310,381.346,279.226,132.128,0.621,449.637,3954.023,890.805,125.112,309.492,1.366,0.732,0.888
15,23219.713,1,110,737.744,1603.448,2247.126,235.632,206.897,263.053,112.389,34.974,0.536,276.818,1632.184,2454.023,48.366,124.280,2.341,0.427,0.835
16,8191.307,3,91,398.594,4919.540,2471.264,97.701,132.184,132.742,78.570,72.180,0.648,145.051,4936.782,2591.954,56.310,89.220,1.689,0.592,0.844
17,20412.209,1,79,597.602,1597.701,1511.494,172.414,178.161,171.557,151.493,29.378,0.718,199.252,1597.701,1632.184,33.232,167.106,1.132,0.883,0.907
18,24243.627,0,120,665.990,5522.989,1844.828,189.655,218.391,192.524,160.333,125.125,0.687,229.454,5614.943,1850.575,112.068,174.014,1.201,0.833,0.898
19,2972.652,1,143,366.323,1528.736,1120.690,86.207,74.713,75.370,50.218,140.455,0.278,89.957,1528.736,1137.931,153.435,60.957,1.501,0.666,0.698
20,4029.595,0,85,253.113,3333.333,2218.391,68.966,86.207,89.794,57.138,118.686,0.790,95.651,3344.828,2218.391,122.735,65.378,1.572,0.636,0.871
21,1865405.034,0,177,6622.529,3649.425,2816.092,1873.563,1586.207,1971.677,1204.613,147.870,0.534,1969.010,3706.897,3114.943,152.537,1325.596,1.637,0.611,0.920
22,274111.521,0,157,2674.200,2137.931,2982.759,735.632,643.678,793.626,439.766,145.464,0.482,773.667,2281.609,3000.000,125.933,440.920,1.805,0.554,0.924
23,12650.285,1,83,607.941,1028.736,1557.471,189.655,160.920,215.540,74.728,144.268,0.430,233.379,1028.736,1568.966,142.001,97.532,2.884,0.347,0.758
24,194906.867,0,151,2260.704,2172.414,4344.828,678.161,367.816,687.564,360.931,6.826,0.479,702.585,2172.414,4672.414,23.629,367.816,1.905,0.525,0.934
