 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,18298.323,0,80,570.669,6431.035,2890.805,160.920,183.908,170.777,136.424,69.250,0.706,187.906,6488.506,3074.713,66.571,140.779,1.252,0.799,0.877
2,14268.728,0,166,580.769,3522.989,3333.333,178.161,149.425,149.475,121.542,22.167,0.532,181.467,3522.989,3436.782,10.954,128.539,1.230,0.813,0.799
3,16184.437,1,80,561.147,2494.253,3385.058,160.920,160.920,150.347,137.061,66.278,0.646,172.222,2528.736,3390.805,115.710,142.302,1.097,0.912,0.873
4,13938.434,1,65,532.003,3534.483,3126.437,178.161,149.425,186.830,94.990,31.692,0.619,203.354,3563.218,3275.862,42.709,111.697,1.967,0.508,0.836
5,35638.792,0,80,947.908,1574.713,4988.506,293.103,241.379,273.833,165.709,146.218,0.498,311.672,1580.460,5034.483,157.218,177.930,1.652,0.605,0.845
6,11296.077,1,82,487.998,1270.115,4155.173,120.690,183.908,191.415,75.139,62.257,0.596,205.615,1275.862,4339.081,63.435,82.337,2.547,0.393,0.880
7,58495.181,0,117,1155.960,1994.253,1954.023,229.885,373.563,364.430,204.369,101.478,0.550,379.136,2086.207,1954.023,104.036,218.409,1.783,0.561,0.880
8,74382.353,0,87,1186.837,6045.977,3201.150,287.356,367.816,375.418,252.270,117.380,0.664,441.595,6051.724,3218.391,128.660,264.404,1.488,0.672,0.917
9,76760.474,1,93,1197.415,4528.736,1660.920,379.310,327.586,404.519,241.607,144.457,0.673,399.001,4597.701,1666.667,131.496,259.333,1.674,0.597,0.921
10,8785.837,1,113,398.016,4028.736,4247.127,126.437,97.701,124.825,89.617,17.496,0.697,136.608,4028.736,4327.586,22.249,95.436,1.393,0.718,0.882
11,27810.809,11,120,701.867,5356.322,3103.448,206.897,195.402,197.019,179.728,152.561,0.709,224.800,5396.552,3103.448,122.471,183.161,1.096,0.912,0.910
12,5978.333,25,78,318.134,5729.885,4821.839,109.195,91.954,104.928,72.543,38.816,0.742,121.236,5735.632,4902.299,31.430,78.853,1.446,0.691,0.860
13,12485.137,1,79,525.848,5252.874,4137.931,86.207,212.644,208.563,76.219,87.498,0.567,213.883,5293.104,4137.931,96.170,86.207,2.736,0.365,0.869
