 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,18331.352,0,45,567.880,1091.954,3965.517,137.931,201.149,200.933,116.159,109.898,0.714,209.199,1137.931,3965.517,105.945,129.843,1.730,0.578,0.895
2,55522.529,7,82,1063.189,4264.368,2557.471,235.632,373.563,371.109,190.492,78.274,0.617,375.151,4379.310,2557.471,95.274,212.437,1.948,0.513,0.876
3,86900.520,1,67,1316.302,2752.874,3287.356,304.598,419.540,411.035,269.187,75.874,0.630,427.958,2781.609,3706.897,67.913,281.851,1.527,0.655,0.913
4,31047.696,0,83,741.928,4097.701,1356.322,218.391,258.621,236.403,167.220,116.948,0.709,261.731,4172.414,1356.322,98.842,169.208,1.414,0.707,0.897
5,27645.661,0,75,754.000,5051.724,2505.747,229.885,183.908,216.664,162.461,7.358,0.611,241.721,5051.724,2626.437,18.004,180.483,1.334,0.750,0.869
6,19883.737,0,124,660.651,1741.379,3626.437,166.667,206.897,191.741,132.036,56.534,0.572,214.576,1804.598,3827.586,69.624,138.825,1.452,0.689,0.864
7,34020.348,5,78,891.592,5517.242,2701.149,310.345,241.379,335.180,129.232,148.989,0.538,334.816,5534.483,2724.138,140.572,133.201,2.594,0.386,0.877
8,20081.914,0,52,610.491,172.414,1201.149,224.138,132.184,217.879,117.355,169.647,0.677,225.972,172.414,1235.632,172.694,126.414,1.857,0.539,0.888
9,40659.270,5,68,937.569,3959.770,4390.805,310.345,270.115,375.971,137.694,143.749,0.581,370.901,3977.012,4408.046,139.399,142.612,2.730,0.366,0.911
10,11263.047,2,73,619.435,3804.598,3971.264,172.414,132.184,143.060,100.242,9.517,0.369,174.792,3804.598,4028.736,170.538,124.842,1.427,0.701,0.733
11,26489.630,0,53,652.524,1022.989,1500.000,201.149,212.644,202.918,166.213,120.237,0.782,215.728,1057.471,1522.989,138.240,169.758,1.221,0.819,0.904
12,75175.060,1,72,1173.610,2770.115,3132.184,350.575,350.575,323.148,296.198,114.695,0.686,385.743,2770.115,3183.908,155.344,282.757,1.091,0.917,0.917
13,72235.438,0,143,1134.366,3425.287,3189.655,367.816,298.851,367.543,250.237,152.571,0.705,386.385,3431.035,3247.127,157.249,277.904,1.469,0.681,0.905
14,11791.519,5,80,437.260,586.207,4011.494,132.184,143.678,136.709,109.820,62.443,0.775,146.524,632.184,4155.173,78.690,115.673,1.245,0.803,0.905
15,15094.465,1,81,683.062,3557.471,3218.391,143.678,189.655,164.828,116.599,71.994,0.407,195.740,3568.966,3379.310,49.764,142.588,1.414,0.707,0.760
16,18595.588,4,94,649.157,1293.103,3511.494,178.161,195.402,168.007,140.927,123.488,0.555,213.574,1385.058,3511.494,113.806,156.255,1.192,0.839,0.849
