 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,39437.180,11,84,819.021,1028.736,683.908,247.126,235.632,240.184,209.061,145.468,0.739,257.340,1074.713,683.908,113.703,226.065,1.149,0.870,0.907
2,43532.833,0,57,1068.767,6385.058,3333.333,310.345,247.126,319.495,173.485,147.834,0.479,378.177,6390.805,3350.575,143.653,186.520,1.842,0.543,0.817
3,36398.469,5,61,830.515,6752.874,4540.230,241.379,229.885,230.728,200.860,42.788,0.663,253.135,6764.368,4741.379,50.528,215.276,1.149,0.871,0.870
4,11130.929,1,58,498.098,2293.104,2551.724,137.931,149.425,120.675,117.442,115.775,0.564,158.124,2379.310,2551.724,109.093,128.986,1.028,0.973,0.844
5,16283.526,0,79,535.947,4867.816,2994.253,137.931,166.667,165.080,125.593,104.725,0.712,182.556,4873.563,2994.253,118.179,129.103,1.314,0.761,0.901
6,10173.075,0,68,664.018,3666.667,3189.655,114.943,178.161,159.396,81.262,87.178,0.290,182.647,3718.391,3367.816,77.276,109.065,1.962,0.510,0.691
7,79799.185,0,133,1312.119,2919.540,1810.345,419.540,264.368,433.499,234.380,170.995,0.582,449.967,2919.540,1867.816,155.072,251.317,1.850,0.541,0.914
8,75835.649,0,161,1149.805,3724.138,1925.287,316.092,316.092,335.359,287.921,47.606,0.721,377.040,3729.885,2178.161,37.569,305.921,1.165,0.859,0.927
9,45448.542,0,89,1009.085,4867.816,2775.862,298.851,235.632,300.642,192.477,18.329,0.561,311.036,4867.816,2827.586,163.909,207.931,1.562,0.640,0.866
10,39305.062,1,61,889.381,1637.931,5045.977,212.644,310.345,304.998,164.082,72.158,0.624,315.045,1706.897,5356.322,75.203,178.300,1.859,0.538,0.891
11,19619.502,0,51,657.862,5505.747,5419.540,132.184,235.632,228.015,109.556,96.965,0.570,236.751,5574.713,5655.173,84.428,131.502,2.081,0.480,0.827
12,64539.572,0,66,1049.145,1879.310,2827.586,298.851,333.333,305.396,269.074,56.058,0.737,333.779,2074.713,3160.920,87.039,283.829,1.135,0.881,0.923
13,25102.393,0,55,699.895,5212.644,4563.219,166.667,258.621,241.026,132.605,102.284,0.644,260.909,5281.609,4563.219,97.595,144.206,1.818,0.550,0.865
14,18793.765,0,66,587.502,3971.264,4775.862,143.678,212.644,202.551,118.138,107.652,0.684,218.088,4005.747,4775.862,108.435,133.667,1.715,0.583,0.878
15,26522.660,1,74,907.609,4706.897,2149.425,264.368,212.644,208.645,161.852,18.437,0.405,265.925,4706.897,2195.402,6.203,211.311,1.289,0.776,0.783
16,16679.879,0,87,603.758,1431.035,3936.782,160.920,172.414,154.336,137.605,141.712,0.575,188.257,1431.035,3977.012,148.736,146.518,1.122,0.892,0.815
17,35572.733,0,93,853.265,3695.402,3977.012,195.402,304.598,320.168,141.465,69.272,0.614,328.392,3706.897,4252.874,57.144,149.060,2.263,0.442,0.907
18,25663.893,0,77,624.774,1568.966,1459.770,201.149,195.402,216.748,150.757,44.481,0.826,217.254,1597.701,1649.425,37.476,154.426,1.438,0.696,0.932
19,38644.473,9,89,885.437,2574.713,3063.218,275.862,212.644,255.004,192.953,5.143,0.619,278.780,2574.713,3189.655,171.703,207.397,1.322,0.757,0.885
