 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,17109.262,30,122,549.075,1293.103,2500.000,178.161,178.161,213.188,102.183,136.549,0.713,208.962,1327.586,2500.000,121.504,110.805,2.086,0.479,0.909
2,22493.065,16,79,688.401,666.667,4080.460,160.920,201.149,198.994,143.920,114.837,0.596,221.842,689.655,4086.207,126.573,158.510,1.383,0.723,0.844
3,16415.644,24,81,606.547,5390.805,2936.782,160.920,178.161,148.677,140.580,122.836,0.561,180.463,5459.770,3114.943,80.838,154.426,1.058,0.946,0.799
4,27876.868,0,64,768.861,5183.908,2281.609,201.149,247.126,246.268,144.127,134.134,0.593,283.013,5218.391,2281.609,119.168,173.692,1.709,0.585,0.832
5,149095.000,1,122,3090.204,2385.058,1390.805,511.494,574.713,606.001,313.256,127.231,0.196,679.256,2390.805,1408.046,137.400,383.426,1.935,0.517,0.817
6,28306.251,0,81,819.599,5965.517,2316.092,206.897,241.379,232.884,154.758,64.650,0.530,282.137,5994.253,2557.471,56.634,192.175,1.505,0.665,0.779
7,23252.743,0,135,1094.206,2471.264,3235.632,264.368,229.885,307.946,96.141,141.524,0.244,325.107,2500.000,3235.632,135.000,118.785,3.203,0.312,0.775
8,22493.065,0,140,702.445,5459.770,3885.058,183.908,189.655,215.316,133.010,133.468,0.573,236.262,5465.517,3902.299,138.945,154.211,1.619,0.618,0.878
9,65266.221,0,166,1336.163,4574.713,4666.667,252.874,379.310,370.925,224.033,98.262,0.459,388.516,4603.448,4701.150,119.219,252.636,1.656,0.604,0.852
10,12253.931,0,73,591.686,6718.391,2103.448,155.172,218.391,250.878,62.190,55.670,0.440,258.301,6729.885,2321.839,57.724,74.585,4.034,0.248,0.832
11,15160.524,9,93,512.381,5517.242,4270.115,166.667,143.678,153.790,125.515,169.555,0.726,171.453,5517.242,4356.322,13.570,127.190,1.225,0.816,0.872
12,12947.550,0,117,567.880,4948.276,3287.356,189.655,114.943,174.957,94.225,15.422,0.505,206.017,4948.276,3385.058,22.989,114.943,1.857,0.539,0.848
13,26423.571,1,81,820.993,1408.046,3747.127,212.644,293.103,290.058,115.989,61.816,0.493,314.836,1413.793,4040.230,68.587,139.275,2.501,0.400,0.794
14,13046.638,0,63,507.043,1879.310,5201.150,178.161,143.678,192.292,86.387,146.520,0.638,203.192,1879.310,5229.885,151.260,92.638,2.226,0.449,0.879
15,72532.703,0,139,1367.280,5454.023,4040.230,511.494,304.598,458.129,201.584,30.394,0.488,543.552,5454.023,4258.621,19.776,214.638,2.273,0.440,0.871
