 ,Area,Min,Max,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,28629.305,1,106,647.263,2858.726,2486.859,174.313,220.796,220.069,165.639,101.280,0.859,231.544,2905.210,2707.655,72.474,171.010,1.329,0.753,0.916
2,28089.129,1,104,722.628,4857.511,4752.923,220.796,220.796,252.100,141.865,133.905,0.676,272.285,4869.131,4787.785,140.194,166.655,1.777,0.563,0.819
3,23632.681,1,79,638.804,1452.605,2207.959,139.450,220.796,210.704,142.807,104.276,0.728,255.130,1452.605,2207.959,120.069,139.450,1.475,0.678,0.895
4,31600.270,0,92,725.447,1533.951,2289.305,197.554,244.038,234.659,171.460,71.204,0.755,253.803,1603.676,2533.343,74.055,192.324,1.369,0.731,0.862
5,56313.302,0,147,964.671,5566.382,3137.626,278.900,290.521,291.091,246.316,47.903,0.760,348.625,5566.382,3404.906,36.870,271.167,1.182,0.846,0.914
6,21877.110,2,87,912.549,1533.951,3532.735,395.109,139.450,410.561,67.846,165.385,0.330,401.214,1533.951,3555.977,169.992,88.664,6.051,0.165,0.775
7,8642.809,1,91,409.207,4346.194,3311.939,139.450,116.208,163.778,67.191,153.760,0.649,174.313,4346.194,3323.560,143.130,77.708,2.438,0.410,0.837
8,73058.744,2,85,1094.978,2196.338,3486.252,360.246,325.383,352.010,264.257,169.272,0.766,369.316,2196.338,3637.322,167.276,276.159,1.332,0.751,0.895
9,28089.129,1,95,697.734,1917.438,4055.673,151.071,244.038,237.525,150.570,100.845,0.725,257.238,1987.163,4055.673,108.435,151.071,1.578,0.634,0.906
10,41323.430,0,77,820.066,1336.396,1278.292,290.521,255.658,310.769,169.304,36.916,0.772,322.256,1336.396,1487.467,25.641,177.314,1.836,0.545,0.901
11,22282.242,0,86,617.214,3416.527,1812.851,174.313,197.554,192.476,147.398,65.161,0.735,209.498,3463.010,1812.851,109.440,155.969,1.306,0.766,0.862
12,55773.126,0,88,1027.589,4996.961,1603.676,348.625,209.175,360.562,196.950,4.990,0.664,367.483,4996.961,1650.159,161.565,207.790,1.831,0.546,0.891
13,20931.803,0,73,571.899,5182.894,1313.155,151.071,185.933,192.959,138.119,108.691,0.804,206.903,5194.515,1324.776,128.157,146.783,1.397,0.716,0.917
14,19311.276,0,70,558.284,3962.706,4067.294,162.692,174.313,182.593,134.659,139.660,0.779,209.498,3985.948,4067.294,123.690,142.524,1.356,0.737,0.875
